account_id,month,plan,arpu_usd,support_tickets,churned
A004792,2025-11,One-year,34.3,1,0
A004793,2025-11,One-year,58.07,1,0
A004794,2025-11,One-year,68.28,4,0
A004795,2025-11,One-year,74.05,2,0
A004796,2025-11,One-year,79.28,2,0
A004797,2025-11,One-year,82.29,1,0
A004798,2025-11,One-year,71.35,0,0
A004799,2025-11,One-year,55.5,3,0
A004800,2025-11,One-year,66.07,0,0
A004801,2025-11,One-year,60.88,3,0
A004802,2025-11,One-year,82.19,5,0
A004803,2025-11,One-year,79.37,3,0
A004804,2025-11,One-year,86.26,0,0
A004805,2025-11,One-year,81.39,2,0
A004806,2025-11,One-year,81.2,5,0
A004807,2025-11,One-year,70.29,3,0
A004808,2025-11,One-year,95.66,1,0
A004809,2025-11,One-year,49.08,4,0
A004810,2025-11,One-year,85.43,1,0
A004811,2025-11,One-year,39.7,3,0
A004812,2025-11,One-year,90.32,0,0
A004813,2025-11,One-year,77.09,1,0
A004814,2025-11,One-year,69.11,1,0
A004815,2025-11,One-year,56.76,2,0
A004816,2025-11,One-year,84.15,2,0
A004817,2025-11,One-year,91.02,2,0
A004818,2025-11,One-year,77.02,2,0
A004819,2025-11,One-year,90.42,2,0
A004820,2025-11,One-year,60.13,3,0
A004821,2025-11,One-year,90.59,0,0
A004822,2025-11,One-year,60.53,0,0
A004823,2025-11,One-year,82.42,2,0
A004824,2025-11,One-year,82.43,2,0
A004825,2025-11,One-year,66.39,0,0
A004826,2025-11,One-year,79.98,2,0
A004827,2025-11,One-year,71.86,0,0
A004828,2025-11,One-year,46.78,1,0
A004829,2025-11,One-year,65.67,0,0
A004830,2025-11,One-year,75.87,3,0
A004831,2025-11,One-year,62.38,4,0
A004832,2025-11,One-year,61.8,0,0
A004833,2025-11,One-year,72.09,5,0
A004834,2025-11,One-year,54.52,1,0
A004835,2025-11,One-year,61.29,3,0
A004836,2025-11,One-year,49.4,1,0
A004837,2025-11,One-year,95.67,0,0
A004838,2025-11,One-year,66.27,2,0
A004839,2025-11,One-year,71.26,0,0
A004840,2025-11,One-year,71.87,3,0
A004841,2025-11,One-year,79.96,2,0
A004842,2025-11,One-year,67.05,2,0
A004843,2025-11,One-year,81.77,1,0
A004844,2025-11,One-year,86.81,4,0
A004845,2025-11,One-year,96.92,0,0
A004846,2025-11,One-year,40.35,3,0
A004847,2025-11,One-year,95.21,3,0
A004848,2025-11,One-year,45.31,0,0
A004849,2025-11,One-year,74.93,1,0
A004850,2025-11,One-year,81.42,3,0
A004851,2025-11,One-year,89.61,3,0
A004852,2025-11,One-year,70.88,2,0
A004853,2025-11,One-year,66.08,0,0
A004854,2025-11,One-year,64.23,3,0
A004855,2025-11,One-year,63.15,1,0
A004856,2025-11,One-year,70.35,1,0
A004857,2025-11,One-year,83.15,2,0
A004858,2025-11,One-year,91.52,2,0
A004859,2025-11,One-year,64.32,1,0
A004860,2025-11,One-year,75.94,1,0
A004861,2025-11,One-year,81.16,1,0
A004862,2025-11,One-year,61.04,0,0
A004863,2025-11,One-year,76.05,2,0
A004864,2025-11,One-year,88.93,1,0
A004865,2025-11,One-year,73.56,0,0
A004866,2025-11,One-year,78.75,4,0
A004867,2025-11,One-year,78.84,1,0
A004868,2025-11,One-year,105.54,3,0
A004869,2025-11,One-year,89.36,3,0
A004870,2025-11,One-year,90.98,3,0
A004871,2025-11,One-year,78.14,4,0
A004872,2025-11,One-year,50.17,3,0
A004873,2025-11,One-year,55.3,1,0
A004874,2025-11,One-year,73.91,2,0
A004875,2025-11,One-year,61.25,1,0
A004876,2025-11,One-year,71.39,1,0
A004877,2025-11,One-year,69.16,1,0
A004878,2025-11,One-year,78.89,2,0
A004879,2025-11,One-year,111.63,0,0
A004880,2025-11,One-year,67.45,3,0
A004881,2025-11,One-year,78.16,0,0
A004882,2025-11,One-year,85.88,1,0
A004883,2025-11,One-year,69.95,3,0
A004884,2025-11,One-year,76.12,0,0
A004885,2025-11,One-year,53.36,1,0
A004886,2025-11,One-year,74.46,0,0
A004887,2025-11,One-year,56.81,1,0
A004888,2025-11,One-year,51.53,1,0
A004889,2025-11,One-year,69.31,1,0
A004890,2025-11,One-year,73.17,2,0
A004891,2025-11,One-year,70.62,1,0
A004892,2025-11,One-year,87.22,2,0
A004893,2025-11,One-year,74.98,1,0
A004894,2025-11,One-year,66.23,2,0
A004895,2025-11,One-year,64.72,0,0
A004896,2025-11,One-year,53.0,0,0
A004897,2025-11,One-year,63.64,0,0
A004898,2025-11,One-year,90.74,0,0
A004899,2025-11,One-year,87.95,3,0
A004900,2025-11,One-year,67.39,2,0
A004901,2025-11,One-year,93.41,4,0
A004902,2025-11,One-year,69.21,2,0
A004903,2025-11,One-year,95.48,3,0
A004904,2025-11,One-year,41.41,2,0
A004905,2025-11,One-year,70.01,0,0
A004906,2025-11,One-year,71.09,0,0
A004907,2025-11,One-year,78.68,2,0
A004908,2025-11,One-year,68.02,0,0
A004909,2025-11,One-year,56.1,3,0
A004910,2025-11,One-year,79.63,1,0
A004911,2025-11,One-year,71.88,2,0
A004912,2025-11,One-year,53.84,0,0
A004913,2025-11,One-year,82.94,2,0
A004914,2025-11,One-year,64.05,2,0
A004915,2025-11,One-year,73.87,2,0
A004916,2025-11,One-year,72.42,0,0
A004917,2025-11,One-year,55.95,0,0
A004918,2025-11,One-year,70.48,0,0
A004919,2025-11,One-year,62.18,3,0
A004920,2025-11,One-year,65.42,2,0
A004921,2025-11,One-year,96.93,2,0
A004922,2025-11,One-year,82.41,1,0
A004923,2025-11,One-year,56.15,0,1
A004924,2025-11,One-year,69.6,0,0
A004925,2025-11,One-year,54.87,0,0
A004926,2025-11,One-year,77.2,2,0
A004927,2025-11,One-year,70.96,3,0
A004928,2025-11,One-year,55.92,0,0
A004929,2025-11,One-year,77.26,2,0
A004930,2025-11,One-year,51.59,2,0
A004931,2025-11,One-year,83.75,3,1
A004932,2025-11,One-year,56.89,2,0
A004933,2025-11,One-year,75.92,1,1
A004934,2025-11,One-year,91.36,1,0
A004935,2025-11,One-year,75.79,3,0
A004936,2025-11,One-year,72.85,0,0
A004937,2025-11,One-year,71.5,3,1
A004938,2025-11,One-year,90.25,2,0
A004939,2025-11,One-year,80.52,4,0
A004940,2025-11,One-year,63.58,3,0
A004941,2025-11,One-year,60.64,0,0
A004942,2025-11,One-year,92.21,3,0
A004943,2025-11,One-year,67.63,2,0
A004944,2025-11,One-year,70.75,2,0
A004945,2025-11,One-year,64.49,2,0
A004946,2025-11,One-year,86.22,2,0
A004947,2025-11,One-year,80.2,1,0
A004948,2025-11,One-year,87.95,1,0
A004949,2025-11,One-year,51.65,5,0
A004950,2025-11,One-year,91.49,2,0
A004951,2025-11,One-year,60.27,0,0
A004952,2025-11,One-year,37.8,1,0
A004953,2025-11,One-year,91.17,1,0
A004954,2025-11,One-year,79.54,0,0
A004955,2025-11,One-year,105.15,2,0
A004956,2025-11,One-year,68.92,1,0
A004957,2025-11,One-year,77.45,1,0
A004958,2025-11,One-year,102.27,1,0
A004959,2025-11,One-year,92.77,0,0
A004960,2025-11,One-year,89.92,0,1
A004961,2025-11,One-year,79.53,0,0
A004962,2025-11,One-year,68.99,0,0
A004963,2025-11,One-year,66.41,2,0
A004964,2025-11,One-year,67.0,1,0
A004965,2025-11,One-year,71.14,1,0
A004966,2025-11,One-year,92.32,0,0
A004967,2025-11,One-year,79.9,2,0
A004968,2025-11,One-year,73.65,3,1
A004969,2025-11,One-year,90.84,4,0
A004970,2025-11,One-year,84.23,1,0
A004971,2025-11,Two-year,80.04,0,0
A004972,2025-11,Two-year,79.9,3,0
A004973,2025-11,Two-year,85.31,2,0
A004974,2025-11,Two-year,59.98,0,0
A004975,2025-11,Two-year,102.3,0,0
A004976,2025-11,Two-year,67.2,1,0
A004977,2025-11,Two-year,85.98,0,0
A004978,2025-11,Two-year,98.99,1,0
A004979,2025-11,Two-year,89.15,0,0
A004980,2025-11,Two-year,89.94,0,0
A004981,2025-11,Two-year,96.78,3,0
A004982,2025-11,Two-year,76.47,0,0
A004983,2025-11,Two-year,94.95,1,0
A004984,2025-11,Two-year,80.69,2,0
A004985,2025-11,Two-year,54.62,0,0
A004986,2025-11,Two-year,72.22,0,0
A004987,2025-11,Two-year,68.03,2,0
A004988,2025-11,Two-year,78.87,1,0
A004989,2025-11,Two-year,86.21,0,0
A004990,2025-11,Two-year,74.66,3,0
A004991,2025-11,Two-year,93.91,2,0
A004992,2025-11,Two-year,56.87,0,0
A004993,2025-11,Two-year,81.88,0,0
A004994,2025-11,Two-year,84.15,2,0
A004995,2025-11,Two-year,115.87,0,0
A004996,2025-11,Two-year,99.36,0,0
A004997,2025-11,Two-year,92.13,2,0
A004998,2025-11,Two-year,75.65,1,0
A004999,2025-11,Two-year,72.88,0,0
A005000,2025-11,Two-year,88.35,1,0
A005001,2025-11,Two-year,67.85,3,0
A005002,2025-11,Two-year,76.13,0,0
A005003,2025-11,Two-year,68.72,3,0
A005004,2025-11,Two-year,54.02,2,0
A005005,2025-11,Two-year,102.06,0,0
A005006,2025-11,Two-year,101.01,0,0
A005007,2025-11,Two-year,78.37,0,0
A005008,2025-11,Two-year,103.88,3,0
A005009,2025-11,Two-year,81.55,0,0
A005010,2025-11,Two-year,64.61,0,0
A005011,2025-11,Two-year,87.58,1,0
A005012,2025-11,Two-year,75.51,0,0
A005013,2025-11,Two-year,83.54,0,0
A005014,2025-11,Two-year,83.22,0,0
A005015,2025-11,Two-year,64.47,2,0
A005016,2025-11,Two-year,88.07,0,0
A005017,2025-11,Two-year,61.1,1,0
A005018,2025-11,Two-year,86.12,2,0
A005019,2025-11,Two-year,83.2,2,0
A005020,2025-11,Two-year,112.34,0,0
A005021,2025-11,Two-year,45.58,0,0
A005022,2025-11,Two-year,90.86,0,0
A005023,2025-11,Two-year,80.0,2,0
A005024,2025-11,Two-year,100.93,0,0
A005025,2025-11,Two-year,85.21,2,0
A005026,2025-11,Two-year,71.17,0,0
A005027,2025-11,Two-year,84.03,5,0
A005028,2025-11,Two-year,64.4,2,0
A005029,2025-11,Two-year,92.41,0,0
A005030,2025-11,Two-year,92.9,0,0
A005031,2025-11,Two-year,101.55,0,0
A005032,2025-11,Two-year,96.68,2,0
A005033,2025-11,Two-year,87.43,1,0
A005034,2025-11,Two-year,92.51,0,0
A005035,2025-11,Two-year,47.54,0,0
A005036,2025-11,Two-year,87.42,3,0
A005037,2025-11,Two-year,91.92,2,0
A005038,2025-11,Two-year,56.67,2,0
A005039,2025-11,Two-year,50.46,2,0
A005040,2025-11,Two-year,64.28,3,0
A005041,2025-11,Two-year,73.52,2,0
A005042,2025-11,Two-year,47.13,4,0
A005043,2025-11,Two-year,97.61,0,0
A005044,2025-11,Two-year,62.91,0,0
A005045,2025-11,Two-year,81.49,5,0
A005046,2025-11,Two-year,92.17,0,0
A005047,2025-11,Two-year,101.65,0,0
A005048,2025-11,Two-year,74.35,2,0
A005049,2025-11,Two-year,96.47,0,0
A005050,2025-11,Two-year,100.44,1,0
A005051,2025-11,Two-year,74.3,0,0
A005052,2025-11,Two-year,87.64,2,0
A005053,2025-11,Two-year,82.04,0,0
A005054,2025-11,Two-year,85.36,1,0
A005055,2025-11,Two-year,93.88,3,0
A005056,2025-11,Two-year,87.05,0,0
A005057,2025-11,Two-year,92.84,0,0
A005058,2025-11,Two-year,76.51,0,0
A005059,2025-11,Two-year,86.68,2,0
A005060,2025-11,Two-year,74.65,3,0
A005061,2025-11,Two-year,73.6,0,0
A005062,2025-11,Two-year,97.56,1,0
A005063,2025-11,Two-year,82.47,2,0
A005064,2025-11,Two-year,89.61,1,0
A005065,2025-11,Two-year,73.61,0,0
A005066,2025-11,Two-year,50.51,2,0
A005067,2025-11,Two-year,63.14,1,0
A005068,2025-11,Two-year,61.62,5,0
A005069,2025-11,Two-year,89.49,1,0
A005070,2025-11,Two-year,89.63,3,0
A005071,2025-11,Two-year,76.04,2,0
A005072,2025-11,Two-year,105.58,1,0
A005073,2025-11,Two-year,66.72,2,0
A005074,2025-11,Two-year,67.22,3,0
A005075,2025-11,Two-year,87.66,6,0
A005076,2025-11,Two-year,79.31,2,0
A005077,2025-11,Two-year,58.91,1,0
A005078,2025-11,Two-year,89.9,0,0
A005079,2025-11,Two-year,68.16,0,0
A005080,2025-11,Two-year,75.01,3,0
A005081,2025-11,Two-year,77.45,0,0
A005082,2025-11,Two-year,80.18,2,0
A005083,2025-11,Two-year,63.19,2,0
A005084,2025-11,Two-year,93.21,4,0
A005085,2025-11,Two-year,74.87,0,0
A005086,2025-11,Two-year,77.45,0,0
A005087,2025-11,Two-year,57.98,0,0
A005088,2025-11,Two-year,60.98,1,0
A005089,2025-11,Two-year,58.81,0,0
A005090,2025-11,Two-year,59.07,1,0
A005091,2025-11,Two-year,103.55,0,0
A005092,2025-11,Two-year,106.06,1,0
A005093,2025-11,Two-year,88.37,2,0
A005094,2025-11,Two-year,87.86,0,0
A005095,2025-11,Two-year,79.26,1,0
A005096,2025-11,Two-year,59.07,0,0
A005097,2025-11,Two-year,71.17,0,0
A005098,2025-11,Two-year,86.66,0,0
A005099,2025-11,Two-year,79.1,1,0
A005100,2025-11,Two-year,104.93,2,0
A005101,2025-11,Two-year,85.61,1,0
A005102,2025-11,Two-year,78.92,0,0
A005103,2025-11,Two-year,80.64,2,0
A005104,2025-11,Two-year,65.37,1,0
A005105,2025-11,Two-year,68.53,1,0
A005106,2025-11,Two-year,82.65,0,0
A005107,2025-11,Two-year,77.82,2,0
A005108,2025-11,Two-year,69.52,0,0
A005109,2025-11,Two-year,58.65,2,0
A005110,2025-11,Two-year,94.13,1,0
A005111,2025-11,Two-year,102.79,1,0
A005112,2025-11,Two-year,89.77,0,0
A005113,2025-11,Two-year,66.82,0,0
A005114,2025-11,Two-year,49.69,2,0
A005115,2025-11,Two-year,78.98,1,0
A005116,2025-11,Two-year,87.16,1,0
A005117,2025-11,Two-year,94.56,1,0
A005118,2025-11,Two-year,54.09,2,0
A005119,2025-11,Two-year,74.1,1,0
A005120,2025-11,Two-year,96.12,1,0
A005121,2025-11,Two-year,97.88,0,0
A005122,2025-11,Two-year,52.42,1,0
A005123,2025-11,Two-year,83.3,1,0
A005124,2025-11,Two-year,80.26,2,0
A005125,2025-11,Two-year,106.57,1,0
A005126,2025-11,Two-year,88.35,1,0
A005127,2025-11,Two-year,80.85,2,0
A005128,2025-11,Two-year,82.79,1,0
A005129,2025-11,Two-year,81.96,1,0
A005130,2025-11,Two-year,87.27,0,0
A005131,2025-11,Two-year,83.19,2,0
A005132,2025-11,Two-year,73.43,2,0
A005133,2025-11,Two-year,77.24,2,0
A005134,2025-11,Two-year,86.35,1,0
A005135,2025-11,Two-year,103.99,1,0
A005136,2025-11,Two-year,90.11,3,0
A005137,2025-11,Two-year,76.84,3,0
A005138,2025-11,Two-year,70.88,1,0
A005139,2025-11,Two-year,62.01,0,0
A005140,2025-11,Two-year,96.54,0,0
A005141,2025-11,Two-year,72.85,1,0
A005142,2025-11,Two-year,74.83,2,0
A005143,2025-11,Two-year,74.91,2,0
A005144,2025-11,Two-year,56.72,2,0
A005145,2025-11,Two-year,79.28,0,0
A005146,2025-11,Two-year,72.62,1,0
A005147,2025-11,Two-year,83.86,2,0
A005148,2025-11,Two-year,77.88,3,0
A005149,2025-11,Two-year,87.54,1,0
A005150,2025-11,Two-year,99.72,1,0
A005151,2025-11,Two-year,87.48,1,0
A005152,2025-11,Two-year,101.87,0,0
A005153,2025-11,Two-year,98.79,2,0
A005154,2025-11,Two-year,87.49,0,0
A005155,2025-11,Two-year,88.82,0,0
A005156,2025-11,Two-year,68.85,1,0
A005157,2025-11,Two-year,72.53,0,0
A005158,2025-11,Two-year,83.78,1,0
A005159,2025-11,Two-year,51.4,3,0
A005160,2025-11,Two-year,80.52,3,0
A005161,2025-11,Two-year,40.82,1,0
A005162,2025-11,Two-year,89.57,1,0
A005163,2025-11,Two-year,62.05,2,0
A005164,2025-11,Two-year,104.49,0,0
A005165,2025-11,Two-year,79.06,3,0
A005166,2025-11,Two-year,78.54,3,0
A005167,2025-11,Two-year,81.21,3,0
A005168,2025-11,Two-year,80.28,2,0
A005169,2025-11,Two-year,93.26,0,0
A005170,2025-11,Two-year,93.67,2,0
A005171,2025-11,Two-year,77.93,0,0
A005172,2025-11,Two-year,66.49,0,0
A005173,2025-11,Two-year,77.05,0,0
A005174,2025-11,Two-year,89.92,0,0
A005175,2025-11,Two-year,81.1,5,0
A005176,2025-11,Two-year,72.01,3,0
A005177,2025-11,Two-year,105.66,1,0
A005178,2025-11,Two-year,81.98,2,0
A005179,2025-11,Two-year,47.78,3,0
A005180,2025-11,Two-year,57.74,2,0
A005181,2025-11,Two-year,103.8,1,0
A005182,2025-11,Two-year,67.18,0,0
A005183,2025-11,Two-year,76.4,2,0
A005184,2025-11,Two-year,72.74,1,0
A005185,2025-11,Two-year,92.88,1,0
A005186,2025-11,Two-year,63.13,1,0
A005187,2025-11,Two-year,95.13,4,0
A005188,2025-11,Two-year,64.93,1,0
A005189,2025-11,Two-year,140.28,0,0
A005190,2025-11,Two-year,75.93,2,0
A005191,2025-11,Two-year,78.11,3,0
A005192,2025-11,Two-year,92.46,3,0
A005193,2025-11,Two-year,93.37,3,0
A005194,2025-11,Two-year,81.88,0,0
A005195,2025-11,Two-year,95.24,0,0
A005196,2025-11,Two-year,81.84,0,0
A005197,2025-11,Two-year,82.05,3,0
A005198,2025-11,Two-year,96.49,0,0
A005199,2025-11,Two-year,63.37,4,0
A005200,2025-11,Two-year,82.88,1,0
A005201,2025-11,Two-year,64.2,0,0
A005202,2025-11,Two-year,88.84,1,0
A005203,2025-11,Two-year,87.49,4,0
A005204,2025-11,Two-year,81.26,0,0
A005205,2025-11,Two-year,128.34,4,0
A005206,2025-11,Two-year,74.53,1,0
A005207,2025-11,Two-year,81.31,0,0
A005208,2025-11,Two-year,78.15,0,0
A005209,2025-11,Two-year,87.39,0,0
A005210,2025-11,Two-year,66.45,1,0
A005211,2025-11,Two-year,72.57,5,0
A005212,2025-11,Two-year,77.94,1,0
A005213,2025-11,Two-year,80.78,0,0
A005214,2025-11,Two-year,85.49,1,0
A005215,2025-11,Two-year,71.57,0,0
A005216,2025-11,Two-year,72.3,2,0
A005217,2025-11,Two-year,70.89,2,0
A005218,2025-11,Two-year,71.38,4,0
A005219,2025-11,Two-year,80.77,3,0
A005220,2025-11,Two-year,70.9,4,0
A005221,2025-11,Two-year,97.51,2,0
A005222,2025-11,Two-year,77.06,2,0
A005223,2025-11,Two-year,75.36,0,0
A005224,2025-11,Two-year,91.14,1,0
A005225,2025-11,Two-year,96.76,1,0
A005226,2025-11,Two-year,98.01,3,0
A005227,2025-11,Two-year,68.07,0,0
A005228,2025-11,Two-year,92.43,2,0
A005229,2025-11,Two-year,73.86,0,0
A005230,2025-11,Two-year,84.15,1,0
A005231,2025-11,Two-year,61.76,2,0
A005232,2025-11,Two-year,81.55,1,0
A005233,2025-11,Two-year,87.2,1,0
A005234,2025-11,Two-year,80.37,0,0
A005235,2025-11,Two-year,99.01,2,0
A005236,2025-11,Two-year,108.0,0,0
A005237,2025-11,Two-year,60.66,3,0
A005238,2025-11,Two-year,73.87,3,0
A005239,2025-11,Two-year,78.15,3,0
A005240,2025-11,Two-year,77.12,0,0
A005241,2025-11,Two-year,79.22,2,0
A005242,2025-11,Two-year,78.26,2,0
A005243,2025-11,Two-year,75.76,0,0
A005244,2025-11,Two-year,95.04,0,0
A005245,2025-11,Two-year,68.64,2,0
A005246,2025-11,Two-year,74.45,1,0
A005247,2025-11,Two-year,84.58,0,0
A005248,2025-11,Two-year,72.8,1,0
A005249,2025-11,Two-year,77.41,0,0
A005250,2025-11,Two-year,73.67,0,0
A005251,2025-11,Two-year,70.72,1,0
A005252,2025-11,Two-year,52.17,2,0
A005253,2025-11,Two-year,81.76,0,0
A005254,2025-11,Two-year,71.07,0,0
A005255,2025-11,Two-year,74.72,1,0
A005256,2025-11,Two-year,96.67,0,0
A005257,2025-11,Two-year,100.95,4,0
A005258,2025-11,Two-year,71.91,0,0
A005259,2025-11,Two-year,90.97,3,0
A005260,2025-11,Two-year,66.82,0,0
A005261,2025-11,Two-year,96.5,0,0
A005262,2025-11,Two-year,83.49,2,0
A005263,2025-11,Two-year,94.85,1,0
A005264,2025-11,Two-year,102.11,4,0
A005265,2025-11,Two-year,79.65,1,0
A005266,2025-11,Two-year,95.5,1,0
A005267,2025-11,Two-year,83.58,1,0
A005268,2025-11,Two-year,83.88,1,0
A005269,2025-11,Two-year,83.69,2,0
A005270,2025-11,Two-year,75.17,0,0
A005271,2025-11,Two-year,74.48,1,0
A005272,2025-11,Two-year,80.62,0,0
A005273,2025-11,Two-year,77.7,1,0
A005274,2025-11,Two-year,88.81,1,0
A005275,2025-11,Two-year,106.75,0,0
A005276,2025-11,Two-year,81.31,0,0
A005277,2025-11,Two-year,86.43,1,0
A005278,2025-11,Two-year,60.4,3,0
A005279,2025-11,Two-year,91.97,3,0
A005280,2025-11,Two-year,80.07,1,0
A005281,2025-11,Two-year,56.33,0,0
A005282,2025-11,Two-year,91.08,0,0
A005283,2025-11,Two-year,65.88,1,0
A005284,2025-11,Two-year,79.27,1,0
A005285,2025-11,Two-year,92.85,2,0
A005286,2025-11,Two-year,74.36,0,0
A005287,2025-11,Two-year,72.2,1,0
A005288,2025-11,Two-year,95.54,0,0
A005289,2025-11,Two-year,68.52,3,0
A005290,2025-11,Two-year,98.87,2,0
A005291,2025-11,Two-year,96.32,0,0
A005292,2025-11,Two-year,96.76,0,0
A005293,2025-11,Two-year,61.16,1,0
A005294,2025-11,Two-year,94.42,1,0
A005295,2025-11,Two-year,53.56,3,0
A005296,2025-11,Two-year,66.55,2,0
A005297,2025-11,Two-year,96.91,1,0
A005298,2025-11,Two-year,89.7,0,0
A005299,2025-11,Two-year,73.74,2,0
A005300,2025-11,Two-year,86.08,0,0
A005301,2025-11,Two-year,79.9,0,0
A005302,2025-11,Two-year,70.67,2,0
A005303,2025-11,Two-year,68.71,1,0
A005304,2025-11,Two-year,88.8,0,0
A005305,2025-11,Two-year,83.17,1,0
A005306,2025-11,Two-year,107.6,1,0
A005307,2025-11,Two-year,74.44,0,0
A005308,2025-11,Two-year,76.08,1,0
A005309,2025-11,Two-year,66.16,0,0
A005310,2025-11,Two-year,103.55,0,0
A005311,2025-11,Two-year,49.88,1,0
A005312,2025-11,Two-year,97.8,1,0
A005313,2025-11,Two-year,86.49,0,0
A005314,2025-11,Two-year,71.22,2,0
A005315,2025-11,Two-year,69.85,2,0
A005316,2025-11,Two-year,88.2,0,0
A005317,2025-11,Two-year,60.39,2,0
A005318,2025-11,Two-year,89.47,1,0
A005319,2025-11,Two-year,86.96,0,0
A005320,2025-11,Two-year,75.67,3,0
A005321,2025-11,Two-year,86.35,3,0
A005322,2025-11,Two-year,89.05,1,0
A005323,2025-11,Two-year,90.14,0,0
A005324,2025-11,Two-year,87.01,0,0
A005325,2025-11,Two-year,104.68,2,0
A005326,2025-11,Two-year,81.72,0,0
A005327,2025-11,Two-year,64.38,2,0
A005328,2025-11,Two-year,58.3,4,0
A005329,2025-11,Two-year,81.48,1,0
A005330,2025-11,Two-year,108.65,1,0
A005331,2025-11,Two-year,79.7,4,0
A005332,2025-11,Two-year,81.5,1,0
A005333,2025-11,Two-year,74.17,1,0
A005334,2025-11,Two-year,81.11,2,0
A005335,2025-11,Two-year,95.18,0,0
A005336,2025-11,Two-year,71.33,1,0
A005337,2025-11,Two-year,94.04,1,0
A005338,2025-11,Two-year,72.5,0,0
A005339,2025-11,Two-year,96.28,3,0
A005340,2025-11,Two-year,88.73,0,0
A005341,2025-11,Two-year,84.39,1,0
A005342,2025-11,Two-year,84.06,3,0
A005343,2025-11,Two-year,70.9,2,0
A005344,2025-11,Two-year,74.85,2,0
A005345,2025-11,Two-year,73.47,0,0
A005346,2025-11,Two-year,69.71,1,0
A005347,2025-11,Two-year,62.23,0,0
A005348,2025-11,Two-year,93.91,0,0
A005349,2025-11,Two-year,96.52,2,0
A005350,2025-11,Two-year,89.81,2,0
A005351,2025-11,Two-year,84.17,0,0
A005352,2025-11,Two-year,76.62,3,0
A005353,2025-11,Two-year,47.6,0,0
A005354,2025-11,Two-year,79.3,0,0
A005355,2025-11,Two-year,99.22,0,0
A005356,2025-11,Two-year,90.57,1,0
A005357,2025-11,Two-year,109.03,0,0
A005358,2025-11,Two-year,70.36,1,0
A005359,2025-11,Two-year,67.74,2,0
A005360,2025-11,Two-year,88.49,0,0
A005361,2025-12,Month-to-month,77.77,6,0
A005362,2025-12,Month-to-month,97.06,3,0
A005363,2025-12,Month-to-month,75.39,3,0
A005364,2025-12,Month-to-month,92.44,2,0
A005365,2025-12,Month-to-month,66.5,3,0
A005366,2025-12,Month-to-month,70.4,3,0
A005367,2025-12,Month-to-month,89.02,4,0
A005368,2025-12,Month-to-month,56.04,0,0
A005369,2025-12,Month-to-month,51.41,2,0
A005370,2025-12,Month-to-month,76.23,4,0
A005371,2025-12,Month-to-month,63.23,2,0
A005372,2025-12,Month-to-month,43.45,4,0
A005373,2025-12,Month-to-month,36.5,2,0
A005374,2025-12,Month-to-month,64.58,1,0
A005375,2025-12,Month-to-month,47.16,2,0
A005376,2025-12,Month-to-month,46.06,1,0
A005377,2025-12,Month-to-month,61.35,2,0
A005378,2025-12,Month-to-month,73.48,3,0
A005379,2025-12,Month-to-month,75.12,2,0
A005380,2025-12,Month-to-month,70.54,4,0
A005381,2025-12,Month-to-month,53.63,0,0
A005382,2025-12,Month-to-month,72.81,3,0
A005383,2025-12,Month-to-month,49.92,3,0
A005384,2025-12,Month-to-month,69.3,3,0
A005385,2025-12,Month-to-month,58.29,1,0
A005386,2025-12,Month-to-month,76.02,3,0
A005387,2025-12,Month-to-month,91.41,1,0
A005388,2025-12,Month-to-month,76.1,4,0
A005389,2025-12,Month-to-month,73.75,4,0
A005390,2025-12,Month-to-month,64.19,1,0
A005391,2025-12,Month-to-month,53.29,2,0
A005392,2025-12,Month-to-month,75.87,4,0
A005393,2025-12,Month-to-month,38.61,3,0
A005394,2025-12,Month-to-month,70.43,1,0
A005395,2025-12,Month-to-month,59.94,4,0
A005396,2025-12,Month-to-month,66.85,2,0
A005397,2025-12,Month-to-month,67.84,1,0
A005398,2025-12,Month-to-month,65.31,4,0
A005399,2025-12,Month-to-month,55.59,2,0
A005400,2025-12,Month-to-month,95.32,5,0
A005401,2025-12,Month-to-month,59.64,4,0
A005402,2025-12,Month-to-month,66.11,5,0
A005403,2025-12,Month-to-month,73.45,2,0
A005404,2025-12,Month-to-month,80.26,3,0
A005405,2025-12,Month-to-month,76.6,2,1
A005406,2025-12,Month-to-month,63.17,3,0
A005407,2025-12,Month-to-month,80.39,5,0
A005408,2025-12,Month-to-month,97.89,1,0
A005409,2025-12,Month-to-month,69.32,3,1
A005410,2025-12,Month-to-month,46.66,2,0
A005411,2025-12,Month-to-month,77.04,1,0
A005412,2025-12,Month-to-month,67.16,3,0
A005413,2025-12,Month-to-month,75.32,1,0
A005414,2025-12,Month-to-month,60.89,4,0
A005415,2025-12,Month-to-month,74.12,3,0
A005416,2025-12,Month-to-month,53.42,4,0
A005417,2025-12,Month-to-month,51.27,4,0
A005418,2025-12,Month-to-month,83.09,1,0
A005419,2025-12,Month-to-month,89.51,3,0
A005420,2025-12,Month-to-month,62.26,4,1
A005421,2025-12,Month-to-month,49.59,2,0
A005422,2025-12,Month-to-month,59.96,4,0
A005423,2025-12,Month-to-month,66.05,1,0
A005424,2025-12,Month-to-month,48.57,1,0
A005425,2025-12,Month-to-month,56.85,3,0
A005426,2025-12,Month-to-month,61.87,1,0
A005427,2025-12,Month-to-month,68.4,5,0
A005428,2025-12,Month-to-month,49.43,2,0
