order_id,order_date,category,revenue_usd,returned,ship_days
O005936,2025-12-26,Apparel,60.18,0,3
O010751,2026-03-24,Apparel,85.07,0,5
O016785,2026-06-16,Home,41.46,0,3
O018294,2026-07-01,Home,128.09,0,4
O007397,2025-12-23,Home,79.29,0,3
O017660,2026-07-08,Electronics,109.02,0,3
O001839,2025-09-29,Apparel,54.12,0,4
O011914,2026-03-22,Home,45.41,0,3
O007018,2025-12-07,Electronics,34.68,0,4
O016433,2026-06-23,Home,87.3,0,2
O006025,2025-12-26,Apparel,68.69,0,3
O010637,2026-02-01,Home,96.98,0,4
O017054,2026-07-12,Apparel,106.38,0,4
O001898,2025-09-01,Electronics,186.52,1,4
O011729,2026-03-09,Electronics,66.51,0,3
O006834,2025-12-04,Electronics,40.04,0,3
O009033,2026-01-28,Home,59.5,0,2
O005810,2025-12-28,Apparel,44.7,0,4
O007024,2025-12-07,Electronics,118.15,0,1
O015926,2026-06-28,Electronics,155.16,0,3
O014050,2026-05-29,Apparel,81.91,1,1
O013418,2026-04-26,Home,86.03,0,2
O014998,2026-05-29,Home,64.67,0,1
O001568,2025-09-01,Apparel,108.86,0,2
O017746,2026-07-06,Electronics,172.5,0,2
O015231,2026-06-09,Apparel,101.62,1,4
O004143,2025-11-13,Apparel,70.61,0,6
O009053,2026-01-04,Home,135.99,0,4
O012827,2026-04-03,Electronics,155.34,0,3
O009732,2026-02-10,Apparel,95.93,0,5
O001919,2025-09-14,Electronics,178.44,0,1
O015470,2026-06-03,Apparel,84.78,0,2
O010794,2026-03-31,Apparel,66.32,0,4
O007515,2025-12-27,Home,10.77,0,3
O009299,2026-02-28,Apparel,46.89,0,4
O008878,2026-01-14,Home,75.27,1,5
O017674,2026-07-24,Electronics,107.09,0,2
O011749,2026-03-15,Electronics,169.07,0,2
O016715,2026-06-28,Home,71.94,0,3
O010465,2026-02-11,Home,86.51,0,1
O008249,2026-01-27,Apparel,95.8,0,4
O016846,2026-07-31,Apparel,110.56,1,1
O015628,2026-06-12,Apparel,22.89,0,3
O005329,2025-11-09,Home,95.51,0,2
O009139,2026-01-05,Home,117.9,0,5
O007241,2025-12-15,Home,39.52,1,3
O007767,2026-01-07,Apparel,38.45,1,4
O009257,2026-02-09,Apparel,46.62,1,4
O009778,2026-02-28,Apparel,101.67,0,3
O005301,2025-11-24,Electronics,262.81,0,4
O012602,2026-04-20,Apparel,71.56,0,5
O014116,2026-05-25,Apparel,33.23,1,2
O003570,2025-10-02,Electronics,178.84,0,3
O016257,2026-06-11,Electronics,68.04,0,4
O014182,2026-05-24,Apparel,58.81,1,4
O007874,2026-01-31,Apparel,71.07,0,2
O018223,2026-07-09,Home,56.61,0,2
O014416,2026-05-06,Electronics,114.3,0,3
O002793,2025-10-05,Apparel,70.92,0,4
O002680,2025-09-01,Home,153.99,0,1
O012813,2026-04-09,Electronics,144.35,0,5
O003169,2025-10-05,Apparel,45.03,0,4
O005511,2025-11-30,Home,34.75,0,2
O012552,2026-04-16,Apparel,33.41,0,3
O007488,2025-12-15,Home,68.95,0,4
O013739,2026-05-03,Apparel,100.86,0,3
O004227,2025-11-11,Apparel,53.24,0,3
O010839,2026-03-16,Apparel,61.56,1,6
O000549,2025-08-25,Electronics,187.83,0,4
O013877,2026-05-12,Apparel,44.5,0,2
O013416,2026-04-29,Home,21.15,0,3
O011521,2026-03-05,Electronics,193.52,0,2
O003482,2025-10-13,Electronics,188.7,0,2
O017416,2026-07-30,Apparel,36.66,0,3
O007455,2025-12-05,Home,140.18,0,2
O014422,2026-05-12,Electronics,214.29,0,3
O005359,2025-11-09,Home,46.82,0,3
O013705,2026-05-12,Apparel,22.35,0,2
O009861,2026-02-26,Electronics,103.99,1,3
O010074,2026-02-06,Electronics,172.27,0,3
O002754,2025-10-02,Apparel,83.11,0,3
O006285,2025-12-06,Apparel,50.89,0,3
O018153,2026-07-02,Home,63.3,0,3
O000078,2025-08-23,Apparel,71.59,0,4
O003072,2025-10-21,Apparel,99.58,0,4
O009415,2026-02-06,Apparel,87.58,0,5
O002572,2025-09-11,Home,98.05,0,3
O013623,2026-04-24,Home,128.03,0,3
O015113,2026-05-29,Home,25.55,0,3
O015461,2026-06-30,Apparel,94.55,0,3
O003409,2025-10-16,Electronics,221.13,0,2
O012725,2026-04-27,Apparel,31.34,0,1
O016749,2026-06-27,Home,28.65,1,3
O016047,2026-06-12,Electronics,125.98,1,2
O016161,2026-06-07,Electronics,231.94,0,4
O014821,2026-05-25,Home,83.62,0,5
O010428,2026-02-12,Home,165.68,0,3
O004849,2025-11-22,Electronics,167.59,0,4
O001263,2025-08-13,Home,96.96,0,1
O016932,2026-07-15,Apparel,81.03,0,2
O000930,2025-08-16,Electronics,77.15,0,3
O013443,2026-04-06,Home,111.59,0,4
O018138,2026-07-05,Home,98.94,0,3
O015213,2026-05-01,Home,100.12,0,3
O002630,2025-09-12,Home,102.16,1,3
O001178,2025-08-26,Home,98.99,0,3
O013410,2026-04-14,Home,145.32,0,3
O006212,2025-12-07,Apparel,55.2,0,2
O002782,2025-10-12,Apparel,108.47,0,5
O010655,2026-02-13,Home,72.49,0,4
O007827,2026-01-15,Apparel,57.93,0,3
O003792,2025-10-06,Home,53.76,0,3
O015395,2026-06-18,Apparel,65.02,0,4
O006514,2025-12-28,Apparel,79.19,0,4
O015029,2026-05-22,Home,137.45,1,3
O002661,2025-09-09,Home,17.55,0,2
O003253,2025-10-25,Apparel,68.46,0,4
O011969,2026-03-02,Home,83.96,0,5
O006121,2025-12-27,Apparel,43.95,0,2
O017373,2026-07-05,Apparel,82.11,0,1
O002658,2025-09-12,Home,96.23,1,3
O016697,2026-06-01,Home,94.68,0,3
O012770,2026-04-23,Apparel,76.67,1,3
O003984,2025-10-10,Home,86.11,1,4
O017904,2026-07-25,Electronics,272.25,1,2
O001204,2025-08-14,Home,80.84,0,4
O007802,2026-01-22,Apparel,53.45,0,3
O007555,2025-12-14,Home,128.72,0,3
O001233,2025-08-24,Home,16.89,1,4
O012119,2026-03-27,Home,45.77,0,3
O008036,2026-01-31,Apparel,56.62,0,2
O009359,2026-02-06,Apparel,52.75,0,2
O010371,2026-02-13,Home,85.54,0,4
O015568,2026-06-02,Apparel,71.47,0,1
O014689,2026-05-24,Electronics,70.91,1,3
O012006,2026-03-06,Home,8,0,3
O014728,2026-05-24,Electronics,186.92,0,3
O002272,2025-09-08,Electronics,87.12,0,3
O010279,2026-02-16,Home,55.42,0,2
O006353,2025-12-02,Apparel,74.43,0,5
O012409,2026-04-01,Apparel,43.7,0,5
O006783,2025-12-15,Electronics,109.0,0,2
O016807,2026-06-25,Home,16.12,0,1
O003256,2025-10-24,Apparel,101.8,1,3
O000510,2025-08-16,Apparel,67.75,0,3
O012623,2026-04-07,Apparel,29.67,1,2
O009233,2026-02-17,Apparel,32.46,0,5
O007265,2025-12-18,Home,64.34,0,3
O000572,2025-08-12,Electronics,166.19,0,4
O001118,2025-08-09,Home,87.89,0,3
O002466,2025-09-24,Home,85.08,0,4
O000745,2025-08-22,Electronics,8,0,4
O001931,2025-09-23,Electronics,303.09,0,3
O010530,2026-02-18,Home,46.41,0,4
O015387,2026-06-17,Apparel,45.64,0,4
O013188,2026-04-12,Electronics,207.94,1,3
O011016,2026-03-10,Apparel,57.86,0,3
O017903,2026-07-04,Electronics,223.08,0,3
O014946,2026-05-30,Home,79.26,0,4
O015584,2026-06-26,Apparel,79.13,0,2
O014157,2026-05-29,Apparel,29.99,0,3
O007842,2026-01-10,Apparel,59.83,0,3
O005227,2025-11-22,Electronics,126.56,0,5
O002840,2025-10-03,Apparel,8,0,5
O010629,2026-02-23,Home,121.83,0,3
O006951,2025-12-28,Electronics,102.88,0,2
O008935,2026-01-08,Home,74.8,0,4
O016847,2026-07-15,Apparel,41.2,0,5
O011117,2026-03-16,Apparel,91.94,0,2
O000131,2025-08-02,Apparel,68.69,0,4
O010840,2026-03-15,Apparel,45.75,0,1
O016155,2026-06-23,Electronics,67.41,0,2
O009058,2026-01-22,Home,100.93,0,3
O011973,2026-03-15,Home,96.0,1,5
O000162,2025-08-02,Apparel,57.91,0,3
O015720,2026-06-30,Apparel,88.17,0,3
O001246,2025-08-27,Home,47.8,1,3
O003203,2025-10-10,Apparel,56.93,0,4
O007245,2025-12-17,Home,71.49,0,1
O002313,2025-09-09,Electronics,114.21,0,4
O007989,2026-01-22,Apparel,48.39,1,1
O003892,2025-10-10,Home,85.81,0,4
O012126,2026-03-03,Home,111.78,0,1
O013615,2026-04-12,Home,66.32,0,4
O009799,2026-02-05,Apparel,63.61,0,3
O015594,2026-06-14,Apparel,65.54,0,3
O000470,2025-08-11,Apparel,60.17,1,4
O006258,2025-12-15,Apparel,36.4,0,4
O012260,2026-04-09,Apparel,31.44,0,2
O005109,2025-11-08,Electronics,82.32,0,3
O008862,2026-01-22,Home,75.52,0,2
O006738,2025-12-31,Electronics,76.91,0,2
O009044,2026-01-10,Home,94.31,0,4
O008567,2026-01-03,Electronics,219.1,0,3
O007303,2025-12-16,Home,113.81,0,3
O000716,2025-08-28,Electronics,152.0,0,5
O012180,2026-04-22,Apparel,88.21,0,3
O002557,2025-09-01,Home,91.67,0,4
O015463,2026-06-14,Apparel,108.68,0,2
O013786,2026-05-08,Apparel,57.93,0,2
O003997,2025-10-01,Home,73.15,0,5
O016273,2026-06-15,Electronics,121.39,0,2
O001739,2025-09-06,Apparel,26.15,0,2
O008147,2026-01-09,Apparel,24.4,0,2
O018284,2026-07-15,Home,90.51,0,2
O013299,2026-04-20,Home,60.88,0,2
O001631,2025-09-22,Apparel,104.03,1,3
O011623,2026-03-19,Electronics,76.29,0,3
O002211,2025-09-22,Electronics,136.02,0,2
O006240,2025-12-29,Apparel,111.78,0,4
O010398,2026-02-20,Home,60.26,0,4
O009703,2026-02-12,Apparel,62.47,0,2
O008367,2026-01-20,Electronics,139.49,0,4
O011267,2026-03-28,Apparel,32.03,0,2
O003415,2025-10-27,Electronics,243.56,0,3
O001928,2025-09-09,Electronics,21.85,0,2
O009329,2026-02-19,Apparel,39.83,0,4
O010138,2026-02-01,Electronics,111.17,0,5
O011788,2026-03-03,Home,52.02,0,5
O005684,2025-11-30,Home,72.43,0,2
O007362,2025-12-19,Home,130.49,0,1
O014546,2026-05-19,Electronics,101.4,0,2
O006596,2025-12-21,Electronics,195.49,0,2
O010589,2026-02-07,Home,141.02,0,2
O008635,2026-01-05,Electronics,99.81,0,1
O009167,2026-01-01,Home,104.35,0,2
O003742,2025-10-11,Home,100.48,0,2
O018421,2026-07-29,Home,60.87,0,4
O009144,2026-01-18,Home,45.82,0,4
O009047,2026-01-11,Home,120.97,0,3
O015217,2026-05-14,Home,93.98,0,4
O018298,2026-07-21,Home,74.6,0,4
O007906,2026-01-24,Apparel,78.91,0,4
O005037,2025-11-10,Electronics,274.75,0,4
O009595,2026-02-11,Apparel,30.31,1,3
O012587,2026-04-27,Apparel,10.15,0,4
O011701,2026-03-20,Electronics,247.5,0,6
O001431,2025-09-03,Apparel,77.73,0,4
O017429,2026-07-14,Apparel,84.61,0,3
O000935,2025-08-16,Electronics,164.79,0,6
O002726,2025-10-16,Apparel,10.25,1,4
O001355,2025-09-08,Apparel,36.33,0,4
O005101,2025-11-23,Electronics,49.34,0,5
O012634,2026-04-12,Apparel,87.63,0,1
O006385,2025-12-20,Apparel,59.52,1,4
O016056,2026-06-01,Electronics,96.18,0,4
O004767,2025-11-24,Electronics,125.27,1,4
O012589,2026-04-22,Apparel,35.76,0,3
O016744,2026-06-25,Home,52.24,0,2
O016377,2026-06-28,Electronics,192.8,0,3
O002306,2025-09-06,Electronics,135.61,0,1
O014920,2026-05-23,Home,99.83,0,3
O007127,2025-12-10,Electronics,220.24,0,1
O011629,2026-03-26,Electronics,204.59,1,4
O007185,2025-12-02,Electronics,160.12,0,4
O010645,2026-02-21,Home,113.42,0,4
O016456,2026-06-18,Home,76.86,0,5
O005910,2025-12-28,Apparel,60.04,1,1
O010799,2026-03-18,Apparel,42.15,0,5
O001248,2025-08-03,Home,41.13,0,4
O009627,2026-02-23,Apparel,80.15,0,2
O004066,2025-10-03,Home,63.81,0,4
O015658,2026-06-21,Apparel,46.42,0,3
O003313,2025-10-23,Electronics,241.93,0,2
O016528,2026-06-30,Home,89.21,0,2
O013265,2026-04-17,Electronics,197.19,0,3
O015896,2026-06-20,Electronics,212.47,0,2
O017877,2026-07-22,Electronics,191.18,0,1
O006062,2025-12-25,Apparel,54.76,0,5
O010626,2026-02-21,Home,183.93,0,3
O002178,2025-09-20,Electronics,220.25,0,6
O001650,2025-09-07,Apparel,23.11,0,4
O011481,2026-03-08,Electronics,113.23,0,2
O010355,2026-02-17,Home,136.38,0,3
O003375,2025-10-22,Electronics,128.73,0,3
O001018,2025-08-09,Home,13.88,0,6
O003006,2025-10-31,Apparel,78.52,0,2
O007207,2025-12-06,Electronics,142.19,0,2
O008222,2026-01-23,Apparel,20.78,0,3
O001130,2025-08-22,Home,127.58,0,3
O017171,2026-07-23,Apparel,96.97,0,3
O005320,2025-11-26,Home,80.71,0,2
O007936,2026-01-02,Apparel,88.38,0,2
O005023,2025-11-18,Electronics,248.95,0,2
O013635,2026-04-20,Home,127.66,0,3
O003804,2025-10-25,Home,66.48,0,4
O014764,2026-05-10,Electronics,86.3,0,1
O012391,2026-04-21,Apparel,97.95,0,5
O013563,2026-04-29,Home,130.04,1,2
O004812,2025-11-02,Electronics,154.33,0,1
O005483,2025-11-27,Home,89.89,0,1
O007253,2025-12-01,Home,24.83,0,3
O007109,2025-12-06,Electronics,210.87,0,4
O012686,2026-04-04,Apparel,20.18,0,4
O009256,2026-02-24,Apparel,44.13,1,3
O017546,2026-07-24,Electronics,92.13,0,2
O014542,2026-05-21,Electronics,180.74,0,5
O007384,2025-12-31,Home,52.06,0,1
O013007,2026-04-29,Electronics,204.86,0,1
O016374,2026-06-23,Electronics,186.84,0,3
O017209,2026-07-24,Apparel,92.51,0,1
O015788,2026-06-01,Apparel,100.93,0,4
O005485,2025-11-28,Home,101.95,0,5
O006476,2025-12-22,Apparel,28.19,0,3
O013691,2026-05-18,Apparel,53.29,0,2
O003392,2025-10-11,Electronics,118.97,0,3
O001299,2025-08-15,Home,87.09,0,3
O003900,2025-10-14,Home,8,0,4
O011299,2026-03-12,Electronics,118.95,0,3
O003596,2025-10-30,Electronics,237.29,0,4
O001583,2025-09-24,Apparel,75.19,0,3
O004650,2025-11-17,Apparel,80.94,0,3
O015407,2026-06-13,Apparel,68.4,0,5
O002367,2025-09-22,Home,77.53,0,1
O017871,2026-07-25,Electronics,158.17,0,2
O008323,2026-01-22,Apparel,73.11,0,3
O006163,2025-12-23,Apparel,96.01,0,2
O004363,2025-11-08,Apparel,42.68,0,4
O017870,2026-07-05,Electronics,104.33,0,3
O004377,2025-11-24,Apparel,51.49,1,4
O000812,2025-08-01,Electronics,86.85,1,4
O000558,2025-08-24,Electronics,149.51,1,2
O006583,2025-12-06,Electronics,167.52,0,3
O001482,2025-09-01,Apparel,89.38,0,3
O013442,2026-04-06,Home,26.3,0,4
O005787,2025-12-27,Apparel,70.95,0,3
O014467,2026-05-31,Electronics,8,0,3
O016710,2026-06-26,Home,50.23,0,2
O011514,2026-03-19,Electronics,72.01,0,1
O013624,2026-04-11,Home,39.76,0,4
O011736,2026-03-13,Electronics,236.2,0,3
O007799,2026-01-31,Apparel,63.4,1,5
O000671,2025-08-16,Electronics,119.89,0,4
O013261,2026-04-26,Electronics,155.89,0,4
O012139,2026-03-02,Home,45.68,0,3
O014953,2026-05-13,Home,116.07,0,2
O013928,2026-05-20,Apparel,54.15,0,1
O011541,2026-03-20,Electronics,210.75,1,3
O016175,2026-06-09,Electronics,129.58,0,2
O012129,2026-03-31,Home,57.12,0,4
O002990,2025-10-27,Apparel,24.72,0,3
O014906,2026-05-26,Home,139.38,1,3
O011866,2026-03-13,Home,67.61,0,3
O013324,2026-04-21,Home,91.09,0,2
O007504,2025-12-12,Home,76.13,0,4
O009445,2026-02-05,Apparel,60.51,0,3
O002507,2025-09-23,Home,14.71,0,1
O010177,2026-02-03,Electronics,264.89,0,4
O006737,2025-12-13,Electronics,42.89,0,2
O013806,2026-05-21,Apparel,16.19,0,2
O003954,2025-10-11,Home,103.55,0,2
O005683,2025-11-03,Home,41.18,0,4
O007575,2025-12-15,Home,126.34,0,5
O017040,2026-07-22,Apparel,27.27,0,3
O006722,2025-12-30,Electronics,189.37,0,3
O014498,2026-05-17,Electronics,222.38,0,4
O013285,2026-04-26,Home,64.26,0,3
O012924,2026-04-09,Electronics,185.84,0,4
O013603,2026-04-26,Home,41.28,0,3
O009123,2026-01-03,Home,59.22,0,5
O001625,2025-09-30,Apparel,60.28,0,3
O006844,2025-12-08,Electronics,126.91,0,3
O015073,2026-05-07,Home,72.85,0,2
O012936,2026-04-18,Electronics,64.04,0,3
O003630,2025-10-03,Electronics,255.86,0,3
O006427,2025-12-15,Apparel,44.34,0,4
O011147,2026-03-25,Apparel,42.3,0,6
O012379,2026-04-27,Apparel,45.15,0,4
O014771,2026-05-26,Electronics,214.99,0,1
O017002,2026-07-21,Apparel,30.12,0,3
O014926,2026-05-30,Home,93.86,0,3
O010573,2026-02-25,Home,96.78,0,5
O015189,2026-05-10,Home,96.62,0,3
O016782,2026-06-26,Home,84.5,0,2
O017394,2026-07-02,Apparel,20.62,0,4
O008016,2026-01-19,Apparel,121.58,0,3
O008304,2026-01-27,Apparel,41.2,1,2
O012030,2026-03-18,Home,63.66,0,2
O006170,2025-12-24,Apparel,82.84,0,3
O016105,2026-06-09,Electronics,88.29,0,4
O017769,2026-07-13,Electronics,173.57,0,1
O007649,2025-12-23,Home,34.18,0,4
O001833,2025-09-03,Apparel,127.91,0,4
O000232,2025-08-25,Apparel,58.43,0,5
O005453,2025-11-19,Home,117.85,0,3
O005669,2025-11-01,Home,82.02,0,2
O015764,2026-06-24,Apparel,39.0,0,3
O010968,2026-03-29,Apparel,104.53,0,3
O000764,2025-08-28,Electronics,135.43,0,3
O009074,2026-01-28,Home,103.61,0,2
O014904,2026-05-30,Home,118.06,0,3
O015057,2026-05-03,Home,82.22,1,3
O008153,2026-01-04,Apparel,93.69,0,1
O010215,2026-02-24,Electronics,159.35,0,2
O013823,2026-05-05,Apparel,64.89,0,4
O001744,2025-09-09,Apparel,53.65,0,3
O011238,2026-03-24,Apparel,50.8,0,4
O004929,2025-11-19,Electronics,264.45,0,3
O001938,2025-09-02,Electronics,92.2,0,1
O014159,2026-05-04,Apparel,110.36,0,2
O014549,2026-05-07,Electronics,210.54,0,4
O015047,2026-05-30,Home,120.28,0,4
O008625,2026-01-12,Electronics,90.42,0,4
O012443,2026-04-25,Apparel,74.65,0,1
O004428,2025-11-15,Apparel,70.67,0,3
O012117,2026-03-12,Home,118.08,0,2
O000528,2025-08-05,Electronics,166.5,0,3
O017177,2026-07-28,Apparel,48.97,0,4
O002392,2025-09-01,Home,80.68,0,4
O000392,2025-08-03,Apparel,104.91,0,4
O014907,2026-05-30,Home,60.43,1,2
O015690,2026-06-10,Apparel,65.0,0,3
O011368,2026-03-22,Electronics,202.76,0,4
O009128,2026-01-13,Home,77.11,0,3
O008821,2026-01-17,Home,136.45,0,5
O013388,2026-04-29,Home,76.91,0,3
O001408,2025-09-25,Apparel,49.91,0,4
O005066,2025-11-04,Electronics,155.68,0,2
O013173,2026-04-09,Electronics,255.84,0,5
O011965,2026-03-20,Home,28.38,0,3
O007973,2026-01-09,Apparel,64.13,0,4
O017071,2026-07-20,Apparel,25.86,0,4
O006633,2025-12-10,Electronics,8,1,4
O002128,2025-09-27,Electronics,149.75,0,2
O014638,2026-05-11,Electronics,152.86,0,3
O011424,2026-03-09,Electronics,123.36,0,4
O005726,2025-11-02,Home,65.16,0,4
O012557,2026-04-02,Apparel,33.33,0,2
O017049,2026-07-13,Apparel,51.44,1,4
O006054,2025-12-10,Apparel,49.36,0,6
O002745,2025-10-06,Apparel,48.88,1,3
O003466,2025-10-15,Electronics,119.65,0,2
O005748,2025-12-30,Apparel,19.5,0,4
O010220,2026-02-08,Electronics,155.91,0,3
O000432,2025-08-07,Apparel,42.08,1,4
O014121,2026-05-29,Apparel,37.0,0,3
O002998,2025-10-31,Apparel,51.42,0,3
O018145,2026-07-04,Home,56.99,0,3
O013436,2026-04-23,Home,57.23,1,3
O008785,2026-01-23,Electronics,8,0,3
O008221,2026-01-19,Apparel,47.17,0,4
O010910,2026-03-22,Apparel,19.01,0,2
O015115,2026-05-15,Home,70.27,0,5
O007817,2026-01-06,Apparel,71.71,0,3
O010761,2026-03-14,Apparel,82.28,0,3
O012254,2026-04-10,Apparel,57.68,0,2
O001139,2025-08-04,Home,58.86,0,4
O017608,2026-07-27,Electronics,126.12,1,4
O006361,2025-12-29,Apparel,36.7,1,4
O012097,2026-03-23,Home,69.84,0,5
O008027,2026-01-03,Apparel,114.62,0,4
O010720,2026-03-26,Apparel,121.8,0,4
O013495,2026-04-05,Home,43.56,0,3
O014929,2026-05-03,Home,117.19,0,2
O003467,2025-10-29,Electronics,142.64,0,5
O007242,2025-12-20,Home,72.47,0,4
O008216,2026-01-16,Apparel,105.65,0,3
O007914,2026-01-30,Apparel,97.37,0,2
O017079,2026-07-14,Apparel,49.04,0,4
O014397,2026-05-04,Electronics,97.58,0,2
O012963,2026-04-21,Electronics,134.04,0,1
O013276,2026-04-15,Home,48.99,0,1
O015225,2026-05-24,Home,20.29,0,3
O002186,2025-09-15,Electronics,191.71,0,4
O018016,2026-07-19,Home,72.13,0,3
O004518,2025-11-02,Apparel,45.22,0,2
O000683,2025-08-20,Electronics,87.11,0,3
O017244,2026-07-01,Apparel,15.08,0,3
O008426,2026-01-29,Electronics,115.75,0,4
O016130,2026-06-22,Electronics,250.62,0,2
O016876,2026-07-01,Apparel,34.29,0,2
O002535,2025-09-22,Home,8,0,4
O005345,2025-11-24,Home,54.24,0,4
O013625,2026-04-12,Home,28.74,0,4
O006634,2025-12-23,Electronics,74.04,0,3
O017684,2026-07-23,Electronics,101.56,1,2
O010721,2026-03-30,Apparel,72.65,0,2
O008254,2026-01-02,Apparel,68.47,0,3
O013420,2026-04-28,Home,55.01,0,2
O002908,2025-10-15,Apparel,12.3,1,4
O006764,2025-12-10,Electronics,112.3,0,3
O006422,2025-12-13,Apparel,47.64,0,1
O003450,2025-10-20,Electronics,88.1,0,4
O002968,2025-10-10,Apparel,100.86,0,4
O002880,2025-10-27,Apparel,108.81,0,5
O018038,2026-07-24,Home,97.94,0,2
O005671,2025-11-30,Home,32.65,0,4
O002473,2025-09-11,Home,87.49,0,2
O009325,2026-02-06,Apparel,36.69,1,1
O010855,2026-03-19,Apparel,66.05,0,4
O004050,2025-10-02,Home,65.36,0,4
O010748,2026-03-14,Apparel,71.71,0,2
O002314,2025-09-11,Electronics,182.98,0,2
O006028,2025-12-31,Apparel,78.29,0,1
O003573,2025-10-17,Electronics,176.46,0,3
O014515,2026-05-20,Electronics,69.64,1,5
O003604,2025-10-20,Electronics,8.41,0,3
O014571,2026-05-28,Electronics,156.65,0,2
O007768,2026-01-10,Apparel,60.19,0,4
O007843,2026-01-31,Apparel,18.8,0,2
O011637,2026-03-10,Electronics,81.34,0,4
O008836,2026-01-29,Home,53.77,0,5
O017352,2026-07-16,Apparel,74.75,0,3
O013646,2026-04-01,Home,135.43,0,4
O011628,2026-03-12,Electronics,190.19,0,4
O016681,2026-06-10,Home,8,0,2
O001229,2025-08-23,Home,8,0,5
O009006,2026-01-08,Home,41.48,0,3
O018115,2026-07-31,Home,123.62,0,3
O017528,2026-07-22,Electronics,131.37,0,4
O003106,2025-10-07,Apparel,9.58,0,4
O011048,2026-03-11,Apparel,18.42,0,3
O011841,2026-03-21,Home,115.17,0,4
O002450,2025-09-20,Home,80.33,0,5
O017864,2026-07-01,Electronics,143.49,0,4
O007938,2026-01-11,Apparel,84.99,0,2
O008430,2026-01-16,Electronics,83.29,0,3
O005716,2025-11-07,Home,42.18,0,2
O005599,2025-11-22,Home,75.36,0,4
O017728,2026-07-06,Electronics,75.72,1,3
O011889,2026-03-19,Home,92.49,0,2
O004760,2025-11-24,Apparel,13.63,0,4
O016848,2026-07-13,Apparel,37.34,0,3
O009872,2026-02-25,Electronics,35.22,1,4
O008079,2026-01-17,Apparel,83.82,1,3
O014417,2026-05-09,Electronics,69.21,0,3
O002173,2025-09-03,Electronics,127.57,0,2
O014276,2026-05-30,Apparel,81.71,1,4
O004900,2025-11-13,Electronics,8,0,4
O014106,2026-05-13,Apparel,37.05,0,1
O009180,2026-01-30,Home,148.92,0,3
O014989,2026-05-14,Home,87.52,0,5
O017729,2026-07-12,Electronics,129.41,0,3
O000465,2025-08-19,Apparel,86.33,0,2
O001307,2025-08-21,Home,125.68,0,3
O014714,2026-05-05,Electronics,230.64,0,4
O016789,2026-06-02,Home,162.64,0,3
O007260,2025-12-07,Home,109.43,0,2
O013546,2026-04-05,Home,67.3,0,4
O015289,2026-06-19,Apparel,15.8,0,3
O008547,2026-01-11,Electronics,187.02,0,6
O014759,2026-05-15,Electronics,119.26,0,4
O003132,2025-10-19,Apparel,56.43,0,4
O000434,2025-08-01,Apparel,109.13,0,3
O006588,2025-12-06,Electronics,159.79,0,2
O015096,2026-05-06,Home,154.43,0,5
O010781,2026-03-26,Apparel,63.37,0,4
O002855,2025-10-01,Apparel,47.08,0,3
O008295,2026-01-16,Apparel,27.91,0,3
O013709,2026-05-27,Apparel,105.89,0,2
O006965,2025-12-01,Electronics,186.58,0,3
O009206,2026-01-24,Home,142.14,0,4
O014877,2026-05-02,Home,118.25,0,3
O003016,2025-10-24,Apparel,69.28,0,4
O007776,2026-01-16,Apparel,57.22,0,5
O007114,2025-12-13,Electronics,94.4,0,5
O008682,2026-01-16,Electronics,95.4,1,2
O007295,2025-12-07,Home,84.01,0,4
O002574,2025-09-05,Home,88.08,0,4
O004107,2025-10-06,Home,107.95,0,2
O015447,2026-06-27,Apparel,100.06,0,2
O010014,2026-02-19,Electronics,135.51,0,2
O000767,2025-08-01,Electronics,158.51,0,2
O015393,2026-06-06,Apparel,77.27,0,2
O012685,2026-04-10,Apparel,38.36,0,3
O013567,2026-04-19,Home,104.25,1,3
O013046,2026-04-07,Electronics,215.9,0,3
O011962,2026-03-04,Home,65.58,0,4
O018353,2026-07-19,Home,80.8,0,2
O013597,2026-04-17,Home,76.69,0,4
O013917,2026-05-27,Apparel,145.41,0,3
O005950,2025-12-13,Apparel,125.86,0,4
O001962,2025-09-09,Electronics,246.46,0,2
O002119,2025-09-21,Electronics,271.61,0,3
O008075,2026-01-13,Apparel,38.05,0,5
O014302,2026-05-08,Apparel,31.79,0,2
O017024,2026-07-17,Apparel,27.19,0,4
O003654,2025-10-29,Electronics,141.7,0,5
O009489,2026-02-03,Apparel,73.87,0,5
O008846,2026-01-30,Home,143.31,0,4
O011324,2026-03-20,Electronics,128.02,0,3
O009274,2026-02-01,Apparel,103.07,0,4
O004916,2025-11-12,Electronics,180.41,0,4
O013669,2026-04-30,Home,70.59,0,4
O008555,2026-01-02,Electronics,136.3,0,2
O005112,2025-11-04,Electronics,249.83,0,4
O014285,2026-05-11,Apparel,43.08,0,4
O007680,2025-12-17,Home,75.73,0,4
O015612,2026-06-30,Apparel,88.4,0,3
O016682,2026-06-30,Home,108.74,0,2
O001956,2025-09-19,Electronics,246.04,0,2
O017223,2026-07-25,Apparel,51.15,0,2
O003919,2025-10-21,Home,73.13,0,4
O001859,2025-09-25,Apparel,73.21,0,2
O008815,2026-01-15,Electronics,33.6,0,4
O006273,2025-12-25,Apparel,62.87,0,3
O001948,2025-09-06,Electronics,74.97,0,4
O007145,2025-12-29,Electronics,191.55,0,2
O011804,2026-03-14,Home,75.39,0,4
