claim_id,open_date,line,cycle_days,paid_amount_usd,subrogation_recovered
L005039,2026-06-05,Property,43,17883,0
L004017,2026-04-10,Auto,39,2502,0
L005613,2026-07-19,Property,53,15388,0
L000901,2025-09-14,Liability,8,13739,0
L004127,2026-04-03,Property,49,15382,0
L000436,2025-08-09,Liability,58,13734,0
L001487,2025-11-26,Auto,32,1557,1
L003178,2026-02-13,Property,12,13854,0
L000190,2025-08-07,Auto,40,2607,0
L002191,2025-12-17,Property,42,4045,0
L004796,2026-05-21,Liability,67,13627,0
L002224,2025-12-14,Property,31,10012,0
L002944,2026-02-18,Auto,41,3828,0
L000657,2025-09-10,Auto,47,8359,0
L000839,2025-09-24,Liability,53,11454,0
L000665,2025-09-30,Property,60,13454,0
L005561,2026-07-05,Property,19,964,0
L001436,2025-11-22,Auto,14,5446,1
L003091,2026-02-02,Property,29,5719,0
L004050,2026-04-24,Auto,38,7336,0
L001675,2025-11-28,Property,64,16734,0
L001564,2025-11-29,Auto,21,6668,0
L001261,2025-10-31,Property,60,12970,0
L001855,2025-12-22,Auto,38,7404,0
L001856,2025-12-27,Auto,52,4450,0
L004631,2026-05-09,Property,31,4141,0
L000125,2025-08-26,Auto,43,3558,0
L005469,2026-07-24,Auto,16,2666,1
L002562,2026-01-26,Auto,50,6304,0
L004811,2026-06-11,Auto,25,4922,0
L001527,2025-11-20,Auto,40,300,0
L000672,2025-09-26,Property,80,300,0
L001600,2025-11-25,Property,73,300,0
L000803,2025-09-25,Property,52,12204,0
L003007,2026-02-04,Auto,43,5513,0
L001254,2025-10-24,Property,90,19618,0
L002269,2025-12-17,Property,67,6939,0
L002908,2026-02-15,Auto,59,6601,1
L002747,2026-01-07,Property,79,6182,1
L004093,2026-04-11,Property,50,13503,0
L004297,2026-04-25,Liability,37,300,0
L001800,2025-11-01,Liability,70,14937,0
L001471,2025-11-23,Auto,32,8181,1
L003023,2026-02-12,Auto,41,4429,0
L001683,2025-11-28,Property,56,9262,0
L001208,2025-10-02,Property,32,10486,0
L005744,2026-07-29,Liability,80,7409,0
L000482,2025-09-22,Auto,31,5060,0
L003121,2026-02-22,Property,48,697,0
L002268,2025-12-23,Property,19,20761,0
L002960,2026-02-03,Auto,38,300,0
L004771,2026-05-28,Liability,66,914,0
L001937,2025-12-04,Auto,26,1326,0
L000529,2025-09-10,Auto,26,1098,0
L003188,2026-02-19,Property,39,14102,1
L003551,2026-03-09,Auto,26,3249,0
L003713,2026-03-10,Property,55,300,0
L004283,2026-04-08,Liability,84,11959,0
L005491,2026-07-23,Auto,17,3324,0
L001581,2025-11-03,Auto,23,3382,0
L001175,2025-10-02,Property,33,8930,0
L003785,2026-03-01,Liability,61,22808,0
L005459,2026-07-15,Auto,20,2313,0
L000097,2025-08-24,Auto,48,2348,0
L000720,2025-09-02,Property,40,15330,0
L002942,2026-02-19,Auto,59,5889,0
L003811,2026-03-25,Liability,92,15541,0
L005137,2026-06-30,Property,27,10805,0
L001480,2025-11-26,Auto,43,6914,0
L003837,2026-04-06,Auto,44,5354,0
L001417,2025-11-18,Auto,32,6736,0
L002042,2025-12-04,Auto,59,2746,0
L004947,2026-06-29,Auto,24,720,1
L000150,2025-08-29,Auto,42,4746,1
L004869,2026-06-09,Auto,30,2893,0
L004583,2026-05-25,Property,41,869,0
L003989,2026-04-13,Auto,30,300,0
L001339,2025-10-10,Liability,54,8577,0
L000675,2025-09-12,Property,44,24298,0
L005141,2026-06-13,Property,10,10537,0
L000787,2025-09-06,Property,58,15938,0
L002772,2026-01-22,Liability,33,21781,0
L002239,2025-12-20,Property,71,18034,0
L004560,2026-05-19,Property,19,14572,0
L001380,2025-11-17,Auto,28,3929,0
L003859,2026-04-14,Auto,33,3702,0
L000774,2025-09-26,Property,44,11225,0
L002468,2026-01-22,Auto,58,3679,0
L005353,2026-07-13,Auto,11,2144,0
L004462,2026-05-22,Auto,31,5348,0
L001237,2025-10-28,Property,54,14455,0
L005502,2026-07-29,Auto,18,3436,0
L004871,2026-06-03,Auto,36,1423,0
L003974,2026-04-11,Auto,40,3532,0
L002658,2026-01-29,Property,67,8496,0
L003509,2026-03-14,Auto,5,1682,0
L005586,2026-07-29,Property,30,5004,0
L002250,2025-12-12,Property,12,6844,0
L004760,2026-05-03,Liability,69,22150,0
L004270,2026-04-10,Liability,53,24347,0
L000503,2025-09-24,Auto,32,3891,0
L003958,2026-04-12,Auto,16,3198,0
L000613,2025-09-27,Auto,27,300,0
L000858,2025-09-18,Liability,53,17330,0
L005621,2026-07-06,Property,17,9717,0
L003654,2026-03-23,Property,36,8040,0
L001703,2025-11-22,Property,51,5446,1
L005533,2026-07-10,Property,30,14332,0
L004554,2026-05-26,Property,65,11773,0
L003452,2026-03-19,Auto,20,2852,0
L002881,2026-02-07,Auto,42,2211,0
L005627,2026-07-18,Property,22,16537,0
L003513,2026-03-14,Auto,15,4060,0
L002061,2025-12-03,Auto,54,2512,1
L000881,2025-09-18,Liability,39,18979,0
L002030,2025-12-26,Auto,52,7209,0
L005531,2026-07-23,Property,22,9412,0
L003243,2026-02-13,Property,5,7597,0
L000210,2025-08-14,Auto,37,10014,0
L001153,2025-10-28,Property,71,17903,0
L001881,2025-12-19,Auto,32,4515,0
L001757,2025-11-29,Liability,60,13348,0
L005259,2026-06-01,Liability,35,31899,0
L004201,2026-04-13,Property,49,12883,0
L000776,2025-09-30,Property,87,6896,0
L004943,2026-06-14,Auto,20,8823,0
L002672,2026-01-20,Property,64,8384,0
L001991,2025-12-04,Auto,43,7973,0
L004439,2026-05-07,Auto,22,1223,1
L004783,2026-05-01,Liability,30,4728,0
L001295,2025-10-15,Liability,72,5452,0
L000536,2025-09-06,Auto,49,4957,0
L003043,2026-02-25,Auto,30,2658,0
L003504,2026-03-30,Auto,33,5988,0
L003835,2026-04-17,Auto,5,3156,0
L005219,2026-06-04,Liability,73,9597,0
L002265,2025-12-29,Property,61,10892,0
L001804,2025-11-06,Liability,90,28236,0
L000574,2025-09-30,Auto,42,1209,0
L000948,2025-10-09,Auto,29,4485,0
L001875,2025-12-10,Auto,38,841,0
L005390,2026-07-06,Auto,20,799,0
L003506,2026-03-17,Auto,40,307,0
L005557,2026-07-24,Property,25,8158,0
L000046,2025-08-16,Auto,30,4850,0
L003745,2026-03-22,Liability,76,19980,0
L005748,2026-07-13,Liability,82,15829,0
L000761,2025-09-14,Property,55,300,0
L003732,2026-03-24,Property,33,7483,0
L000405,2025-08-12,Liability,63,18656,0
L002084,2025-12-07,Auto,40,2844,1
L002537,2026-01-30,Auto,33,300,0
L002453,2026-01-02,Auto,42,4258,0
L001806,2025-11-27,Liability,69,23319,0
L004846,2026-06-10,Auto,12,4649,0
L004047,2026-04-06,Auto,20,2348,0
L004658,2026-05-18,Property,32,8338,0
L004487,2026-05-31,Auto,17,5079,0
L004743,2026-05-17,Liability,74,300,0
L003808,2026-03-24,Liability,75,36045,0
L005328,2026-07-12,Auto,21,6804,0
L003802,2026-03-16,Liability,53,14397,0
L000647,2025-09-15,Auto,34,5249,0
L003027,2026-02-25,Auto,25,1087,0
L000252,2025-08-01,Property,63,19583,0
L002031,2025-12-27,Auto,50,3094,0
L001136,2025-10-21,Property,53,17920,0
L000712,2025-09-27,Property,42,9256,0
L005047,2026-06-16,Property,33,8478,0
L005273,2026-06-26,Liability,43,8938,0
L003873,2026-04-08,Auto,22,3719,0
L001053,2025-10-16,Auto,44,300,0
L002744,2026-01-24,Property,60,17295,0
L001077,2025-10-22,Auto,43,1179,0
L002570,2026-01-03,Auto,60,4987,0
L005160,2026-06-04,Property,24,16244,0
L005733,2026-07-19,Liability,48,300,0
L001859,2025-12-28,Auto,29,5304,0
L004732,2026-05-26,Liability,41,14270,0
L003659,2026-03-18,Property,33,9558,0
L000837,2025-09-28,Liability,83,27928,0
L004057,2026-04-06,Auto,16,3748,0
L003405,2026-03-14,Auto,42,8252,1
L005755,2026-07-31,Liability,15,16966,0
L004563,2026-05-22,Property,52,3143,0
L002553,2026-01-16,Auto,21,2656,0
L005354,2026-07-16,Auto,18,2778,0
L001898,2025-12-05,Auto,36,2646,0
L005339,2026-07-27,Auto,21,6188,0
L005085,2026-06-10,Property,46,10774,0
L002820,2026-01-05,Liability,63,37079,0
L000659,2025-09-04,Auto,29,6235,0
L004498,2026-05-05,Auto,19,656,0
L001191,2025-10-04,Property,74,18028,0
L002252,2025-12-30,Property,32,12481,0
L002335,2025-12-06,Liability,79,18130,0
L000278,2025-08-03,Property,81,10256,0
L001024,2025-10-18,Auto,29,3514,0
L004241,2026-04-28,Liability,100,21553,0
L001302,2025-10-29,Liability,114,1118,0
L002781,2026-01-03,Liability,90,15273,0
L003533,2026-03-20,Auto,37,3957,0
L003441,2026-03-21,Auto,32,5908,0
L001770,2025-11-09,Liability,47,25784,0
L004301,2026-04-25,Liability,75,18097,0
L000736,2025-09-18,Property,60,19454,0
L001462,2025-11-27,Auto,15,7470,0
L004872,2026-06-18,Auto,7,2002,0
L004594,2026-05-02,Property,37,9179,1
L001458,2025-11-28,Auto,33,1884,0
L004881,2026-06-18,Auto,19,3454,0
L004634,2026-05-14,Property,38,8009,0
L004958,2026-06-20,Auto,19,3725,0
L003468,2026-03-09,Auto,36,300,0
L000090,2025-08-19,Auto,35,4308,0
L000760,2025-09-16,Property,13,10637,0
L003132,2026-02-24,Property,70,1718,0
L004292,2026-04-15,Liability,72,29303,0
L003672,2026-03-22,Property,27,10197,0
L005269,2026-06-23,Liability,80,19017,0
L001281,2025-10-28,Liability,52,20625,0
L004138,2026-04-21,Property,37,4522,1
L000878,2025-09-23,Liability,61,300,0
L005550,2026-07-19,Property,27,8148,0
L002471,2026-01-28,Auto,55,2173,0
L002846,2026-01-22,Liability,43,20749,0
L004288,2026-04-25,Liability,55,18043,1
L001297,2025-10-09,Liability,77,21462,0
L003112,2026-02-15,Property,50,3034,0
L000584,2025-09-26,Auto,21,3800,0
L002954,2026-02-17,Auto,47,4181,0
L002426,2026-01-05,Auto,25,300,0
L002563,2026-01-22,Auto,41,6002,0
L004836,2026-06-29,Auto,20,7767,0
L001492,2025-11-04,Auto,58,5017,0
L005376,2026-07-01,Auto,22,5419,1
L005148,2026-06-05,Property,24,4090,0
L003926,2026-04-29,Auto,30,2586,0
L001674,2025-11-18,Property,27,7807,0
L004561,2026-05-20,Property,60,3970,0
L002247,2025-12-23,Property,46,13576,0
L004961,2026-06-30,Auto,15,1173,0
L004077,2026-04-29,Property,40,9907,0
L000714,2025-09-05,Property,73,4186,0
L004944,2026-06-01,Auto,16,300,1
L004903,2026-06-18,Auto,23,5295,0
L002683,2026-01-20,Property,54,7117,0
L001197,2025-10-01,Property,63,30564,0
L000303,2025-08-08,Property,58,10552,0
L000481,2025-09-11,Auto,12,4996,0
L003226,2026-02-11,Property,47,17631,1
L004780,2026-05-22,Liability,56,9156,0
L004009,2026-04-02,Auto,30,5074,0
L004793,2026-05-05,Liability,38,8666,0
L002924,2026-02-25,Auto,42,5963,1
L004829,2026-06-21,Auto,26,300,1
L005626,2026-07-29,Property,28,1835,1
L003350,2026-03-15,Auto,48,7673,1
L004262,2026-04-14,Liability,41,10272,0
L001300,2025-10-05,Liability,78,23576,0
L005523,2026-07-22,Property,23,9038,1
L004614,2026-05-01,Property,43,13889,0
L005493,2026-07-15,Auto,29,2845,0
L002272,2025-12-30,Property,44,4748,0
L000224,2025-08-06,Property,42,8376,0
L001207,2025-10-02,Property,52,5906,0
L000894,2025-09-22,Liability,86,21310,0
L005759,2026-07-02,Liability,49,9925,0
L000106,2025-08-01,Auto,27,5243,0
L005091,2026-06-29,Property,45,12990,0
L004979,2026-06-22,Auto,22,3583,0
L005471,2026-07-30,Auto,27,3713,0
L001605,2025-11-08,Property,47,5215,0
L001690,2025-11-27,Property,58,11497,0
L001150,2025-10-17,Property,66,7464,0
L004609,2026-05-04,Property,36,8858,0
L002791,2026-01-24,Liability,74,18393,0
L000600,2025-09-11,Auto,38,6882,1
L001475,2025-11-15,Auto,5,1348,0
L004421,2026-05-24,Auto,28,8426,0
L000316,2025-08-15,Property,58,13478,0
L002290,2025-12-08,Liability,52,20061,0
L002974,2026-02-03,Auto,52,5992,0
L001349,2025-10-28,Liability,45,10185,0
L002045,2025-12-10,Auto,48,4978,0
L005494,2026-07-08,Auto,20,4147,0
L004716,2026-05-28,Liability,25,23821,0
L000399,2025-08-08,Liability,76,14691,0
L002319,2025-12-28,Liability,93,865,0
L003041,2026-02-26,Auto,39,4944,0
L001303,2025-10-12,Liability,57,11808,1
L001406,2025-11-20,Auto,46,4451,0
L004311,2026-04-28,Liability,85,19385,0
L000499,2025-09-07,Auto,27,3583,0
L004698,2026-05-17,Property,82,12176,0
L001259,2025-10-05,Property,22,10339,0
L001741,2025-11-23,Property,89,16420,0
L003274,2026-02-02,Liability,70,11882,0
L004724,2026-05-04,Liability,54,31342,0
L004314,2026-04-18,Liability,67,14571,0
L005037,2026-06-26,Property,25,2271,0
L004648,2026-05-13,Property,37,6245,0
L002100,2025-12-07,Property,32,300,0
L005682,2026-07-28,Liability,55,24916,0
L005614,2026-07-29,Property,38,8533,0
L002289,2025-12-18,Liability,90,23001,0
L004184,2026-04-13,Property,19,9416,0
L003678,2026-03-08,Property,68,7188,1
L001222,2025-10-31,Property,37,3543,0
L002503,2026-01-18,Auto,34,1828,0
L005371,2026-07-27,Auto,14,4457,0
L002233,2025-12-21,Property,51,10193,0
L000140,2025-08-24,Auto,37,7486,0
L005526,2026-07-19,Property,42,11101,0
L005162,2026-06-21,Property,28,10256,0
L001428,2025-11-26,Auto,45,5226,0
L000267,2025-08-20,Property,49,6117,0
L000591,2025-09-30,Auto,18,3144,0
L004831,2026-06-24,Auto,24,3481,0
L005536,2026-07-23,Property,57,19613,0
L000002,2025-08-10,Auto,43,7304,0
L004915,2026-06-29,Auto,17,3333,0
L001644,2025-11-25,Property,44,15029,0
L005527,2026-07-04,Property,28,11959,0
L005415,2026-07-14,Auto,18,7401,0
L005449,2026-07-09,Auto,30,300,0
L002320,2025-12-12,Liability,38,8295,0
L004092,2026-04-24,Property,37,11714,0
L005231,2026-06-17,Liability,50,15223,1
L000060,2025-08-25,Auto,29,2968,1
L004669,2026-05-11,Property,14,17191,0
L001248,2025-10-19,Property,57,12772,0
L003822,2026-03-04,Liability,88,11613,0
L005299,2026-07-03,Auto,13,6328,0
L003717,2026-03-31,Property,39,300,0
L003999,2026-04-15,Auto,6,4102,0
L002603,2026-01-14,Property,55,6134,0
L000641,2025-09-17,Auto,26,8912,0
L001080,2025-10-02,Auto,35,4748,0
L001679,2025-11-14,Property,50,13977,0
L004875,2026-06-23,Auto,6,2357,0
L001333,2025-10-21,Liability,25,12960,0
L001844,2025-11-02,Liability,67,11928,0
L001416,2025-11-26,Auto,42,300,0
L003068,2026-02-28,Auto,31,3276,0
L002138,2025-12-02,Property,104,11655,0
L001627,2025-11-27,Property,40,15766,0
L000095,2025-08-09,Auto,49,1934,0
L003571,2026-03-28,Auto,51,6088,1
L004774,2026-05-13,Liability,42,20982,0
L001866,2025-12-25,Auto,40,3527,0
L001729,2025-11-25,Property,69,10684,0
L005228,2026-06-11,Liability,84,6002,0
L004923,2026-06-18,Auto,15,5189,0
L005420,2026-07-30,Auto,16,2105,1
L002654,2026-01-31,Property,41,4424,0
L004023,2026-04-10,Auto,27,3890,0
L003683,2026-03-17,Property,54,12672,0
L005572,2026-07-16,Property,38,7339,0
L004115,2026-04-29,Property,28,11820,1
L005083,2026-06-11,Property,26,10124,0
L003925,2026-04-08,Auto,11,3405,0
L003144,2026-02-11,Property,49,3578,0
L001034,2025-10-01,Auto,33,1376,0
L000334,2025-08-01,Property,41,11952,1
L000913,2025-10-09,Auto,34,4507,0
L001555,2025-11-10,Auto,25,2888,0
L002497,2026-01-04,Auto,41,3094,0
L002804,2026-01-06,Liability,61,21471,0
L002498,2026-01-28,Auto,38,6794,0
L000364,2025-08-11,Liability,83,28554,0
L001837,2025-11-28,Liability,28,9059,0
L003139,2026-02-04,Property,53,2051,0
L004727,2026-05-02,Liability,64,18579,0
L004104,2026-04-16,Property,41,17435,0
L003662,2026-03-24,Property,35,4696,0
L002903,2026-02-23,Auto,26,3163,0
L002310,2025-12-06,Liability,42,8924,0
L003675,2026-03-15,Property,42,18247,0
L001927,2025-12-22,Auto,35,4972,0
L004213,2026-04-22,Property,26,9975,0
L002111,2025-12-10,Property,81,8873,0
L003149,2026-02-14,Property,64,7410,1
L003459,2026-03-26,Auto,61,8289,0
L005426,2026-07-14,Auto,21,1957,0
L002713,2026-01-27,Property,52,13101,0
L001470,2025-11-16,Auto,30,5654,0
L003576,2026-03-13,Property,48,6596,0
L002496,2026-01-21,Auto,33,4575,0
L005370,2026-07-28,Auto,12,8556,0
L003165,2026-02-10,Property,51,10274,0
L001327,2025-10-01,Liability,53,16327,0
L003427,2026-03-02,Auto,24,6882,0
L003400,2026-03-21,Auto,47,3645,0
L003050,2026-02-23,Auto,42,3480,1
L000748,2025-09-22,Property,19,2769,0
L002868,2026-02-12,Auto,41,4459,0
L001027,2025-10-07,Auto,19,2129,0
L001771,2025-11-17,Liability,73,4489,0
L005238,2026-06-17,Liability,51,23392,0
L003383,2026-03-12,Auto,16,1706,0
L005167,2026-06-25,Property,41,16600,0
L005734,2026-07-10,Liability,69,7391,0
L004873,2026-06-05,Auto,5,6504,0
L001016,2025-10-09,Auto,43,1179,1
L001890,2025-12-01,Auto,45,7976,1
L002438,2026-01-28,Auto,37,7572,1
L000753,2025-09-28,Property,52,16128,0
L000346,2025-08-28,Property,45,1082,0
L004835,2026-06-16,Auto,26,1958,0
L002026,2025-12-16,Auto,19,2363,0
L003410,2026-03-25,Auto,19,6121,0
L005232,2026-06-26,Liability,67,18589,0
L002214,2025-12-16,Property,77,19769,0
L001435,2025-11-18,Auto,53,3102,0
L005392,2026-07-17,Auto,25,2520,0
L005747,2026-07-25,Liability,44,21673,0
L001275,2025-10-11,Property,21,3554,0
L000328,2025-08-07,Property,53,11439,0
L002514,2026-01-30,Auto,29,3524,0
L003815,2026-03-14,Liability,47,20147,0
L003022,2026-02-21,Auto,30,4514,1
L004352,2026-05-23,Auto,11,10348,0
L003386,2026-03-25,Auto,42,5273,0
L000013,2025-08-13,Auto,43,8263,0
L001912,2025-12-23,Auto,59,5267,0
L002474,2026-01-10,Auto,23,3960,0
L005442,2026-07-28,Auto,23,3202,0
L003195,2026-02-24,Property,65,9670,0
L001902,2025-12-17,Auto,32,5530,0
L002565,2026-01-27,Auto,27,4410,0
L005239,2026-06-04,Liability,66,23990,0
L001412,2025-11-26,Auto,34,2039,0
L003545,2026-03-17,Auto,42,300,0
L001464,2025-11-27,Auto,37,5658,0
L005381,2026-07-20,Auto,8,4307,0
L002523,2026-01-18,Auto,18,2805,0
L000841,2025-09-09,Liability,74,21149,0
L003834,2026-04-28,Auto,41,7649,0
L001107,2025-10-16,Auto,25,4615,0
L003943,2026-04-22,Auto,36,3811,0
L004495,2026-05-31,Auto,27,2114,0
L004586,2026-05-13,Property,43,3288,0
L004617,2026-05-28,Property,29,7116,0
L002860,2026-01-25,Liability,27,6238,0
L002993,2026-02-08,Auto,28,3937,0
L000099,2025-08-04,Auto,18,6270,0
L002972,2026-02-23,Auto,25,738,0
L002271,2025-12-09,Property,60,6294,0
L000166,2025-08-13,Auto,43,3359,0
L004797,2026-05-27,Liability,77,9357,0
L000320,2025-08-04,Property,36,14566,0
L000287,2025-08-17,Property,57,11773,0
L000752,2025-09-11,Property,23,7655,0
L001068,2025-10-06,Auto,47,300,0
L004254,2026-04-25,Liability,33,3216,0
L004457,2026-05-27,Auto,26,11110,0
L005461,2026-07-24,Auto,20,4455,1
L003536,2026-03-21,Auto,37,5313,0
L004449,2026-05-07,Auto,23,5149,0
L001786,2025-11-30,Liability,58,300,0
L002455,2026-01-27,Auto,55,4431,1
L001240,2025-10-17,Property,67,16084,0
L002668,2026-01-01,Property,56,9174,0
L001926,2025-12-08,Auto,15,5445,0
L003614,2026-03-29,Property,96,10792,0
L000586,2025-09-12,Auto,49,5900,0
L000885,2025-09-19,Liability,48,19475,0
L000978,2025-10-22,Auto,42,4412,0
L000454,2025-09-22,Auto,54,2684,1
L000998,2025-10-09,Auto,41,1250,0
L000548,2025-09-04,Auto,57,4239,0
L002246,2025-12-30,Property,61,3881,0
L003704,2026-03-13,Property,57,6269,0
L003886,2026-04-08,Auto,26,9233,1
L005558,2026-07-25,Property,30,16104,0
L004524,2026-05-29,Auto,16,2866,0
L003337,2026-02-18,Liability,70,15652,0
L000842,2025-09-09,Liability,82,14425,0
L000286,2025-08-13,Property,85,9295,0
L004309,2026-04-19,Liability,69,14694,0
L005468,2026-07-10,Auto,14,3144,0
L001410,2025-11-17,Auto,46,5139,0
L005045,2026-06-29,Property,33,18794,0
L002034,2025-12-31,Auto,46,6937,0
L003217,2026-02-06,Property,66,15789,1
L002556,2026-01-22,Auto,39,7392,0
L005382,2026-07-05,Auto,23,4877,0
L002785,2026-01-08,Liability,104,7269,1
L004688,2026-05-05,Property,44,27275,0
L003952,2026-04-30,Auto,39,2967,0
L003238,2026-02-15,Property,75,12284,0
L004758,2026-05-11,Liability,48,22982,0
L004111,2026-04-04,Property,44,8593,0
L001463,2025-11-08,Auto,40,7608,0
L000034,2025-08-24,Auto,40,3173,0
L001503,2025-11-11,Auto,37,6301,0
L001283,2025-10-24,Liability,115,19849,0
L004081,2026-04-03,Property,49,2267,0
L005669,2026-07-06,Property,28,9942,0
L003612,2026-03-03,Property,50,5660,0
L004825,2026-06-05,Auto,19,4348,0
L002612,2026-01-26,Property,64,8324,0
L001642,2025-11-23,Property,60,6979,1
L000614,2025-09-29,Auto,34,8111,0
L005189,2026-06-20,Property,39,16807,0
L001919,2025-12-21,Auto,30,1253,0
L005367,2026-07-11,Auto,28,3501,0
L002387,2026-01-19,Auto,40,5741,0
L005703,2026-07-19,Liability,64,19704,0
L001594,2025-11-04,Property,42,10976,0
L004729,2026-05-11,Liability,72,25178,1
L005719,2026-07-27,Liability,41,36038,0
L001629,2025-11-13,Property,46,2687,0
L000419,2025-08-10,Liability,112,27715,0
L003625,2026-03-20,Property,72,891,0
L004206,2026-04-25,Property,48,4869,0
L003870,2026-04-05,Auto,22,3676,0
L000771,2025-09-27,Property,69,14371,0
L000259,2025-08-25,Property,46,5888,0
L001572,2025-11-01,Auto,13,7954,0
L005480,2026-07-22,Auto,21,7554,0
L004056,2026-04-14,Auto,33,1155,0
L003543,2026-03-05,Auto,54,8295,0
L001509,2025-11-08,Auto,60,300,0
L003840,2026-04-18,Auto,14,6387,0
L005213,2026-06-13,Liability,50,17846,0
L005108,2026-06-29,Property,39,16107,0
L003161,2026-02-09,Property,71,10308,1
L005260,2026-06-23,Liability,100,20610,0
L001646,2025-11-01,Property,28,6662,0
L000775,2025-09-28,Property,63,3105,0
L000122,2025-08-07,Auto,40,4005,0
L005159,2026-06-12,Property,50,20954,0
L000919,2025-10-27,Auto,20,9323,0
L005107,2026-06-19,Property,29,13065,0
L000020,2025-08-31,Auto,50,4182,1
L000130,2025-08-27,Auto,40,6808,0
L004791,2026-05-16,Liability,55,25552,0
L005458,2026-07-17,Auto,24,3822,0
L001599,2025-11-03,Property,43,16202,0
L002845,2026-01-26,Liability,67,35102,1
L004176,2026-04-12,Property,40,7824,0
L000911,2025-10-10,Auto,41,4334,0
L003193,2026-02-12,Property,65,6588,0
L005310,2026-07-18,Auto,17,8227,0
L000245,2025-08-24,Property,49,10862,0
L001742,2025-11-28,Property,65,13189,0
L004264,2026-04-15,Liability,106,17745,0
L002923,2026-02-27,Auto,77,5168,1
L002258,2025-12-25,Property,44,5470,0
L001225,2025-10-12,Property,14,14203,0
L005474,2026-07-05,Auto,28,3615,0
L005278,2026-06-29,Liability,49,8602,0
L000423,2025-08-16,Liability,82,26594,0
L000473,2025-09-12,Auto,36,2829,0
L000285,2025-08-23,Property,64,13939,0
L005610,2026-07-22,Property,46,12649,0
L002261,2025-12-01,Property,73,8125,0
L000860,2025-09-16,Liability,72,17989,0
L000080,2025-08-30,Auto,36,3222,1
L001360,2025-10-02,Liability,39,300,0
L004398,2026-05-17,Auto,14,3489,0
L004404,2026-05-30,Auto,34,4618,1
L004642,2026-05-08,Property,43,590,0
L005620,2026-07-02,Property,47,300,0
L003142,2026-02-12,Property,62,8530,0
L002475,2026-01-29,Auto,32,5573,0
L003604,2026-03-30,Property,63,16349,0
L001472,2025-11-30,Auto,34,8005,0
L000896,2025-09-16,Liability,52,20529,0
L003941,2026-04-09,Auto,19,4281,0
L000756,2025-09-04,Property,25,13703,0
L004870,2026-06-03,Auto,28,9932,0
L002050,2025-12-30,Auto,34,5195,0
L002957,2026-02-04,Auto,55,2565,0
L001165,2025-10-14,Property,57,13921,0
L002636,2026-01-11,Property,70,6763,0
L003443,2026-03-29,Auto,26,2171,0
L000873,2025-09-27,Liability,64,32730,0
L002895,2026-02-05,Auto,24,1945,1
L003006,2026-02-20,Auto,45,300,0
L004280,2026-04-21,Liability,59,300,0
L003733,2026-03-26,Property,57,18284,0
L000094,2025-08-13,Auto,49,5658,0
L003799,2026-03-10,Liability,84,12443,0
L003968,2026-04-15,Auto,24,6777,0
L000176,2025-08-28,Auto,44,1243,0
L002585,2026-01-31,Auto,18,8638,0
L004397,2026-05-10,Auto,27,5509,0
L004730,2026-05-01,Liability,50,5787,0
L000250,2025-08-18,Property,33,10121,0
L000489,2025-09-13,Auto,19,7119,0
L002607,2026-01-17,Property,40,18102,0
L001536,2025-11-03,Auto,39,3103,1
L004399,2026-05-05,Auto,26,6828,0
L004140,2026-04-21,Property,26,16162,0
L000992,2025-10-05,Auto,39,2502,0
L003293,2026-02-08,Liability,83,29044,1
L004392,2026-05-16,Auto,36,7767,0
L003176,2026-02-18,Property,67,9999,0
L000700,2025-09-05,Property,48,9428,0
L003988,2026-04-15,Auto,23,8026,0
L001870,2025-12-25,Auto,44,4775,0
L002112,2025-12-07,Property,38,16579,0
L001425,2025-11-25,Auto,35,5327,0
L002062,2025-12-21,Auto,29,300,0
L004013,2026-04-29,Auto,24,2714,0
L005619,2026-07-16,Property,56,6906,0
L005329,2026-07-18,Auto,23,1536,1
L001343,2025-10-22,Liability,66,3387,0
L004974,2026-06-04,Auto,14,2807,0
L002832,2026-01-17,Liability,41,10699,0
L001285,2025-10-01,Liability,34,19489,0
L004380,2026-05-07,Auto,26,8203,1
L000595,2025-09-24,Auto,26,5248,0
L001777,2025-11-25,Liability,83,20114,1
L001263,2025-10-13,Property,69,12462,0
L004432,2026-05-16,Auto,35,2543,0
L002201,2025-12-05,Property,66,14001,0
L004083,2026-04-01,Property,43,9087,0
L005430,2026-07-30,Auto,23,1363,0
L002515,2026-01-14,Auto,17,5276,0
L002089,2025-12-02,Property,43,6717,0
L001531,2025-11-12,Auto,36,3754,0
L001663,2025-11-02,Property,75,5358,0
L005535,2026-07-24,Property,58,15848,0
L003962,2026-04-18,Auto,20,7247,0
L002741,2026-01-25,Property,64,14238,0
L001655,2025-11-30,Property,100,20641,0
L002088,2025-12-04,Property,69,14126,0
L001785,2025-11-13,Liability,50,37726,0
L004920,2026-06-14,Auto,17,3545,0
L002677,2026-01-17,Property,73,300,0
L001715,2025-11-27,Property,28,7983,0
L001234,2025-10-10,Property,40,13181,0
L000216,2025-08-04,Property,33,12106,0
L003213,2026-02-22,Property,62,12901,0
L002283,2025-12-02,Liability,67,7211,0
L002075,2025-12-24,Auto,40,2126,1
L004723,2026-05-15,Liability,61,16083,0
L003788,2026-03-23,Liability,45,21549,0
L003145,2026-02-07,Property,62,3501,0
L000421,2025-08-03,Liability,73,24847,0
L001505,2025-11-05,Auto,28,3651,1
L000079,2025-08-25,Auto,44,8691,0
L002528,2026-01-10,Auto,33,4539,0
