account_id,month,segment,utilization_pct,monthly_spend_usd,delinquent_30d
C002354,2025-09,Subprime,91,1083,0
C002355,2025-09,Subprime,67,318,0
C002356,2025-09,Subprime,67,897,0
C002357,2025-09,Subprime,85,632,0
C002358,2025-09,Subprime,52,622,0
C002359,2025-09,Subprime,83,864,0
C002360,2025-09,Subprime,77,1185,0
C002361,2025-09,Subprime,54,306,0
C002362,2025-09,Subprime,100,435,0
C002363,2025-09,Subprime,24,996,0
C002364,2025-09,Subprime,74,527,0
C002365,2025-09,Subprime,64,418,0
C002366,2025-09,Subprime,77,542,0
C002367,2025-09,Subprime,65,510,0
C002368,2025-09,Subprime,69,233,0
C002369,2025-09,Subprime,77,1096,0
C002370,2025-09,Subprime,85,344,0
C002371,2025-09,Subprime,51,563,0
C002372,2025-09,Subprime,35,632,0
C002373,2025-09,Subprime,68,637,0
C002374,2025-09,Subprime,100,1011,1
C002375,2025-09,Subprime,45,473,0
C002376,2025-09,Subprime,56,838,0
C002377,2025-09,Subprime,92,908,0
C002378,2025-09,Subprime,53,297,0
C002379,2025-09,Subprime,97,248,0
C002380,2025-09,Subprime,72,472,0
C002381,2025-09,Subprime,84,1142,0
C002382,2025-09,Subprime,86,1326,0
C002383,2025-09,Subprime,78,1162,0
C002384,2025-09,Subprime,66,293,0
C002385,2025-09,Subprime,53,720,0
C002386,2025-09,Subprime,43,1194,0
C002387,2025-09,Subprime,74,711,0
C002388,2025-09,Subprime,67,746,0
C002389,2025-09,Subprime,60,573,0
C002390,2025-09,Subprime,73,328,0
C002391,2025-09,Subprime,52,505,0
C002392,2025-09,Subprime,69,740,0
C002393,2025-09,Subprime,83,563,1
C002394,2025-09,Subprime,80,458,0
C002395,2025-09,Subprime,74,302,0
C002396,2025-09,Subprime,64,984,0
C002397,2025-09,Subprime,60,1247,0
C002398,2025-09,Subprime,90,788,0
C002399,2025-09,Subprime,74,93,0
C002400,2025-09,Subprime,59,1189,0
C002401,2025-09,Subprime,93,1016,1
C002402,2025-09,Subprime,61,170,0
C002403,2025-09,Subprime,97,497,1
C002404,2025-09,Subprime,60,236,0
C002405,2025-09,Subprime,72,655,0
C002406,2025-09,Subprime,76,1061,0
C002407,2025-09,Subprime,65,310,0
C002408,2025-09,Subprime,62,712,0
C002409,2025-09,Subprime,87,1009,0
C002410,2025-09,Subprime,59,527,0
C002411,2025-09,Subprime,85,703,0
C002412,2025-09,Subprime,88,958,0
C002413,2025-09,Subprime,63,136,0
C002414,2025-09,Subprime,67,641,0
C002415,2025-09,Subprime,73,1214,0
C002416,2025-09,Subprime,40,1111,0
C002417,2025-09,Subprime,86,504,1
C002418,2025-09,Subprime,76,586,0
C002419,2025-09,Subprime,90,174,1
C002420,2025-09,Subprime,35,599,0
C002421,2025-09,Subprime,89,389,0
C002422,2025-09,Subprime,59,321,0
C002423,2025-09,Subprime,85,674,0
C002424,2025-09,Subprime,47,583,0
C002425,2025-09,Subprime,64,235,1
C002426,2025-09,Subprime,48,1159,0
C002427,2025-09,Subprime,50,329,0
C002428,2025-09,Subprime,80,457,0
C002429,2025-09,Subprime,96,798,0
C002430,2025-09,Subprime,65,421,0
C002431,2025-09,Subprime,85,661,0
C002432,2025-09,Subprime,66,850,0
C002433,2025-09,Subprime,57,859,1
C002434,2025-09,Subprime,82,669,0
C002435,2025-09,Subprime,91,667,0
C002436,2025-09,Subprime,41,643,1
C002437,2025-09,Subprime,69,570,0
C002438,2025-09,Subprime,42,626,0
C002439,2025-09,Subprime,57,748,0
C002440,2025-09,Subprime,67,908,0
C002441,2025-10,Prime,31,2666,0
C002442,2025-10,Prime,28,1560,0
C002443,2025-10,Prime,33,1976,0
C002444,2025-10,Prime,27,2021,0
C002445,2025-10,Prime,1,2227,0
C002446,2025-10,Prime,3,328,0
C002447,2025-10,Prime,35,496,0
C002448,2025-10,Prime,47,702,0
C002449,2025-10,Prime,33,851,0
C002450,2025-10,Prime,8,2475,0
C002451,2025-10,Prime,41,1607,0
C002452,2025-10,Prime,1,2263,0
C002453,2025-10,Prime,66,406,1
C002454,2025-10,Prime,32,487,0
C002455,2025-10,Prime,19,1577,0
C002456,2025-10,Prime,28,318,0
C002457,2025-10,Prime,20,2443,0
C002458,2025-10,Prime,30,1781,0
C002459,2025-10,Prime,8,1954,0
C002460,2025-10,Prime,1,2370,0
C002461,2025-10,Prime,47,783,0
C002462,2025-10,Prime,25,773,0
C002463,2025-10,Prime,30,2167,0
C002464,2025-10,Prime,31,1875,0
C002465,2025-10,Prime,25,377,0
C002466,2025-10,Prime,27,2503,0
C002467,2025-10,Prime,35,2141,0
C002468,2025-10,Prime,33,1861,0
C002469,2025-10,Prime,48,1761,0
C002470,2025-10,Prime,16,1177,0
C002471,2025-10,Prime,26,1399,0
C002472,2025-10,Prime,42,1740,0
C002473,2025-10,Prime,29,199,0
C002474,2025-10,Prime,18,3207,0
C002475,2025-10,Prime,15,1425,0
C002476,2025-10,Prime,26,1763,0
C002477,2025-10,Prime,6,778,0
C002478,2025-10,Prime,52,1308,0
C002479,2025-10,Prime,33,2376,0
C002480,2025-10,Prime,29,1702,0
C002481,2025-10,Prime,18,451,0
C002482,2025-10,Prime,33,900,0
C002483,2025-10,Prime,11,1983,0
C002484,2025-10,Prime,17,1449,0
C002485,2025-10,Prime,26,1302,0
C002486,2025-10,Prime,35,2185,0
C002487,2025-10,Prime,66,2692,0
C002488,2025-10,Prime,42,1621,0
C002489,2025-10,Prime,21,1520,0
C002490,2025-10,Prime,21,1761,0
C002491,2025-10,Prime,23,689,0
C002492,2025-10,Prime,43,1741,0
C002493,2025-10,Prime,40,2021,0
C002494,2025-10,Prime,29,749,0
C002495,2025-10,Prime,12,2277,0
C002496,2025-10,Prime,34,767,0
C002497,2025-10,Prime,41,692,0
C002498,2025-10,Prime,52,1258,0
C002499,2025-10,Prime,24,1244,0
C002500,2025-10,Prime,31,2180,0
C002501,2025-10,Prime,39,1313,0
C002502,2025-10,Prime,47,2518,0
C002503,2025-10,Prime,70,1567,0
C002504,2025-10,Prime,36,1824,0
C002505,2025-10,Prime,28,2709,0
C002506,2025-10,Prime,22,1750,0
C002507,2025-10,Prime,37,2170,0
C002508,2025-10,Prime,31,0,1
C002509,2025-10,Prime,4,2310,0
C002510,2025-10,Prime,15,419,0
C002511,2025-10,Prime,22,1662,0
C002512,2025-10,Prime,8,1049,0
C002513,2025-10,Prime,16,1599,0
C002514,2025-10,Prime,30,1432,0
C002515,2025-10,Prime,27,1532,0
C002516,2025-10,Prime,45,827,0
C002517,2025-10,Prime,29,1331,0
C002518,2025-10,Prime,33,1605,0
C002519,2025-10,Prime,42,1892,0
C002520,2025-10,Prime,40,300,0
C002521,2025-10,Prime,47,1201,0
C002522,2025-10,Prime,31,2200,0
C002523,2025-10,Prime,45,1499,0
C002524,2025-10,Prime,43,1366,0
C002525,2025-10,Prime,49,1544,0
C002526,2025-10,Prime,45,1448,0
C002527,2025-10,Prime,22,982,0
C002528,2025-10,Prime,1,1596,0
C002529,2025-10,Prime,27,2776,0
C002530,2025-10,Prime,1,1989,0
C002531,2025-10,Prime,46,930,0
C002532,2025-10,Prime,37,2244,0
C002533,2025-10,Prime,28,2158,0
C002534,2025-10,Prime,11,2071,0
C002535,2025-10,Prime,7,734,0
C002536,2025-10,Prime,29,1308,0
C002537,2025-10,Prime,11,2469,0
C002538,2025-10,Prime,32,1934,0
C002539,2025-10,Prime,12,771,0
C002540,2025-10,Prime,19,1260,0
C002541,2025-10,Prime,34,2245,0
C002542,2025-10,Prime,31,0,0
C002543,2025-10,Prime,11,1790,0
C002544,2025-10,Prime,23,1143,0
C002545,2025-10,Prime,46,599,0
C002546,2025-10,Prime,22,2246,0
C002547,2025-10,Prime,1,1607,0
C002548,2025-10,Prime,38,2055,0
C002549,2025-10,Prime,37,3002,0
C002550,2025-10,Prime,46,78,0
C002551,2025-10,Prime,11,1617,0
C002552,2025-10,Prime,41,390,0
C002553,2025-10,Prime,1,1320,0
C002554,2025-10,Prime,19,1378,0
C002555,2025-10,Prime,41,1333,0
C002556,2025-10,Prime,36,1617,0
C002557,2025-10,Prime,38,2529,0
C002558,2025-10,Prime,31,2003,0
C002559,2025-10,Prime,37,1964,0
C002560,2025-10,Prime,29,2169,0
C002561,2025-10,Prime,47,1696,0
C002562,2025-10,Prime,22,2744,0
C002563,2025-10,Prime,30,727,0
C002564,2025-10,Prime,58,915,0
C002565,2025-10,Prime,30,1303,0
C002566,2025-10,Prime,17,2726,0
C002567,2025-10,Prime,30,1990,0
C002568,2025-10,Prime,20,1241,0
C002569,2025-10,Prime,7,1874,0
C002570,2025-10,Prime,46,936,0
C002571,2025-10,Prime,27,786,0
C002572,2025-10,Prime,33,1386,0
C002573,2025-10,Prime,26,1879,0
C002574,2025-10,Prime,41,546,0
C002575,2025-10,Prime,66,2257,0
C002576,2025-10,Prime,66,1518,0
C002577,2025-10,Prime,28,1070,0
C002578,2025-10,Prime,43,1299,0
C002579,2025-10,Prime,28,723,0
C002580,2025-10,Prime,15,3009,0
C002581,2025-10,Prime,27,1714,0
C002582,2025-10,Prime,9,2504,0
C002583,2025-10,Prime,38,1504,0
C002584,2025-10,Prime,47,1321,0
C002585,2025-10,Prime,46,662,0
C002586,2025-10,Prime,47,1258,0
C002587,2025-10,Prime,1,1317,0
C002588,2025-10,Prime,55,761,0
C002589,2025-10,Prime,44,670,0
C002590,2025-10,Prime,8,2418,0
C002591,2025-10,Prime,1,1897,0
C002592,2025-10,Prime,41,491,0
C002593,2025-10,Prime,54,1344,0
C002594,2025-10,Prime,13,1484,0
C002595,2025-10,Prime,27,1147,0
C002596,2025-10,Prime,35,233,0
C002597,2025-10,Prime,37,1777,0
C002598,2025-10,Prime,30,1804,0
C002599,2025-10,Prime,20,739,0
C002600,2025-10,Prime,27,1785,0
C002601,2025-10,Prime,3,1601,0
C002602,2025-10,Prime,36,0,0
C002603,2025-10,Prime,11,2549,0
C002604,2025-10,Prime,45,2003,0
C002605,2025-10,Prime,24,1458,0
C002606,2025-10,Prime,34,1473,0
C002607,2025-10,Prime,24,1193,0
C002608,2025-10,Prime,40,351,0
C002609,2025-10,Prime,22,370,0
C002610,2025-10,Prime,24,3358,0
C002611,2025-10,Prime,19,2991,0
C002612,2025-10,Prime,26,1161,0
C002613,2025-10,Prime,33,1820,0
C002614,2025-10,Prime,23,1796,0
C002615,2025-10,Prime,1,2095,0
C002616,2025-10,Prime,21,2279,0
C002617,2025-10,Prime,1,274,0
C002618,2025-10,Prime,12,791,0
C002619,2025-10,Prime,24,1010,0
C002620,2025-10,Prime,52,1241,0
C002621,2025-10,Prime,51,911,0
C002622,2025-10,Prime,9,821,0
C002623,2025-10,Prime,28,1003,0
C002624,2025-10,Prime,1,735,0
C002625,2025-10,Prime,1,1547,0
C002626,2025-10,Prime,6,1185,0
C002627,2025-10,Prime,18,2421,0
C002628,2025-10,Prime,2,1497,0
C002629,2025-10,Prime,61,1577,0
C002630,2025-10,Prime,13,890,0
C002631,2025-10,Prime,8,762,0
C002632,2025-10,Prime,13,2261,0
C002633,2025-10,Prime,49,1807,0
C002634,2025-10,Prime,9,931,0
C002635,2025-10,Prime,33,1167,0
C002636,2025-10,Prime,47,1925,0
C002637,2025-10,Prime,42,1378,0
C002638,2025-10,Prime,32,2393,0
C002639,2025-10,Prime,52,1970,0
C002640,2025-10,Prime,16,2851,0
C002641,2025-10,Prime,25,2147,0
C002642,2025-10,Prime,32,1747,0
C002643,2025-10,Prime,55,458,0
C002644,2025-10,Prime,38,2088,0
C002645,2025-10,Prime,38,0,0
C002646,2025-10,Prime,48,770,0
C002647,2025-10,Prime,14,1274,0
C002648,2025-10,Prime,33,1558,0
C002649,2025-10,Prime,32,1427,0
C002650,2025-10,Prime,30,785,0
C002651,2025-10,Prime,2,970,0
C002652,2025-10,Prime,47,1489,0
C002653,2025-10,Prime,23,815,0
C002654,2025-10,Prime,26,2045,0
C002655,2025-10,Prime,24,1476,0
C002656,2025-10,Prime,25,1399,0
C002657,2025-10,Prime,53,1503,0
C002658,2025-10,Prime,12,1654,0
C002659,2025-10,Prime,1,2634,0
C002660,2025-10,Prime,14,1977,0
C002661,2025-10,Prime,26,1618,0
C002662,2025-10,Prime,13,2049,0
C002663,2025-10,Prime,35,2224,0
C002664,2025-10,Prime,31,2630,0
C002665,2025-10,Prime,1,1551,0
C002666,2025-10,Prime,15,1329,0
C002667,2025-10,Prime,20,517,0
C002668,2025-10,Prime,24,1737,0
C002669,2025-10,Prime,9,1302,0
C002670,2025-10,Prime,18,1488,0
C002671,2025-10,Prime,50,1687,0
C002672,2025-10,Prime,7,1723,0
C002673,2025-10,Prime,29,1162,0
C002674,2025-10,Prime,32,1325,0
C002675,2025-10,Prime,1,1597,1
C002676,2025-10,Prime,67,2628,0
C002677,2025-10,Prime,19,3088,0
C002678,2025-10,Prime,53,1448,0
C002679,2025-10,Prime,12,1216,0
C002680,2025-10,Prime,1,1758,0
C002681,2025-10,Prime,60,1786,0
C002682,2025-10,Prime,17,810,0
C002683,2025-10,Prime,52,1832,0
C002684,2025-10,Prime,28,2052,0
C002685,2025-10,Prime,17,1803,0
C002686,2025-10,Prime,17,1590,1
C002687,2025-10,Prime,9,1489,0
C002688,2025-10,Prime,1,1288,0
C002689,2025-10,Prime,41,1421,0
C002690,2025-10,Prime,25,1457,0
C002691,2025-10,Prime,25,1215,0
C002692,2025-10,Prime,41,1472,0
C002693,2025-10,Prime,26,2082,0
C002694,2025-10,Prime,17,1672,0
C002695,2025-10,Prime,45,2158,0
C002696,2025-10,Prime,28,860,0
C002697,2025-10,Prime,57,1955,0
C002698,2025-10,Prime,43,29,0
C002699,2025-10,Prime,35,1645,0
C002700,2025-10,Prime,6,1974,0
C002701,2025-10,Prime,57,2113,0
C002702,2025-10,Prime,32,1419,0
C002703,2025-10,Prime,17,2264,0
C002704,2025-10,Prime,12,2127,0
C002705,2025-10,Prime,39,2033,0
C002706,2025-10,Prime,41,738,0
C002707,2025-10,Prime,57,929,0
C002708,2025-10,Prime,46,1165,0
C002709,2025-10,Prime,17,1291,0
C002710,2025-10,Prime,35,537,0
C002711,2025-10,Prime,22,1313,0
C002712,2025-10,Prime,14,1608,0
C002713,2025-10,Prime,32,1501,0
C002714,2025-10,Prime,21,818,0
C002715,2025-10,Prime,30,1125,0
C002716,2025-10,Prime,27,2253,0
C002717,2025-10,Prime,38,0,0
C002718,2025-10,Prime,67,1372,0
C002719,2025-10,Prime,35,1580,0
C002720,2025-10,Prime,15,511,0
C002721,2025-10,Prime,33,2981,0
C002722,2025-10,Prime,64,1366,0
C002723,2025-10,Prime,33,1461,0
C002724,2025-10,Prime,42,3083,0
C002725,2025-10,Prime,41,2003,0
C002726,2025-10,Prime,20,1475,0
C002727,2025-10,Prime,66,610,0
C002728,2025-10,Prime,46,2549,0
C002729,2025-10,Prime,19,1658,0
C002730,2025-10,Prime,63,1505,0
C002731,2025-10,Prime,61,1514,0
C002732,2025-10,Prime,73,2506,0
C002733,2025-10,Prime,14,1969,0
C002734,2025-10,Prime,8,0,0
C002735,2025-10,Prime,9,1796,0
C002736,2025-10,Prime,44,1738,0
C002737,2025-10,Prime,22,1773,0
C002738,2025-10,Prime,1,1806,0
C002739,2025-10,Prime,49,260,0
C002740,2025-10,Prime,27,2249,0
C002741,2025-10,Prime,5,2962,0
C002742,2025-10,Prime,70,1392,0
C002743,2025-10,Prime,20,1034,0
C002744,2025-10,Prime,37,1647,0
C002745,2025-10,Prime,18,1391,0
C002746,2025-10,Prime,59,1194,0
C002747,2025-10,Prime,13,569,0
C002748,2025-10,Prime,23,2416,0
C002749,2025-10,Prime,27,315,0
C002750,2025-10,Prime,27,2268,0
C002751,2025-10,Prime,35,198,0
C002752,2025-10,Prime,24,915,0
C002753,2025-10,Prime,32,1570,0
C002754,2025-10,Prime,1,1390,0
C002755,2025-10,Prime,29,618,0
C002756,2025-10,Prime,33,1812,0
C002757,2025-10,Prime,23,1257,0
C002758,2025-10,Prime,27,496,0
C002759,2025-10,Prime,5,864,0
C002760,2025-10,Prime,39,1490,0
C002761,2025-10,Prime,17,1441,0
C002762,2025-10,Prime,47,1142,0
C002763,2025-10,Prime,27,2989,0
C002764,2025-10,Prime,83,963,0
C002765,2025-10,Prime,33,1531,0
C002766,2025-10,Prime,33,2291,0
C002767,2025-10,Prime,24,985,0
C002768,2025-10,Prime,48,1929,0
C002769,2025-10,Prime,30,1176,0
C002770,2025-10,Prime,48,2502,0
C002771,2025-10,Prime,34,1818,0
C002772,2025-10,Prime,1,1124,0
C002773,2025-10,Prime,25,867,0
C002774,2025-10,Prime,16,1667,0
C002775,2025-10,Prime,34,319,0
C002776,2025-10,Prime,33,1406,0
C002777,2025-10,Prime,1,2081,0
C002778,2025-10,Prime,13,1330,0
C002779,2025-10,Prime,17,707,0
C002780,2025-10,Prime,13,1157,0
C002781,2025-10,Prime,46,1142,0
C002782,2025-10,Prime,18,1232,0
C002783,2025-10,Prime,52,1647,0
C002784,2025-10,Prime,33,699,0
C002785,2025-10,Prime,46,2101,0
C002786,2025-10,Prime,37,2247,1
C002787,2025-10,Prime,4,1613,1
C002788,2025-10,Prime,1,441,0
C002789,2025-10,Prime,23,1410,0
C002790,2025-10,Prime,28,1905,0
C002791,2025-10,Prime,25,1393,0
C002792,2025-10,Prime,49,1125,0
C002793,2025-10,Prime,20,1959,0
C002794,2025-10,Prime,38,2655,0
C002795,2025-10,Prime,27,486,0
C002796,2025-10,Prime,22,1082,0
C002797,2025-10,Prime,16,2094,0
C002798,2025-10,Prime,12,617,0
C002799,2025-10,Prime,4,1346,0
C002800,2025-10,Prime,1,2068,0
C002801,2025-10,Prime,30,1562,0
C002802,2025-10,Prime,34,1166,0
C002803,2025-10,Prime,18,3375,0
C002804,2025-10,Prime,52,1482,0
C002805,2025-10,Prime,21,1699,0
C002806,2025-10,Prime,25,1837,0
C002807,2025-10,Prime,34,1110,0
C002808,2025-10,Prime,30,1443,0
C002809,2025-10,Prime,11,471,0
C002810,2025-10,Prime,1,2434,0
C002811,2025-10,Prime,29,843,0
C002812,2025-10,Prime,40,617,0
C002813,2025-10,Prime,33,2224,0
C002814,2025-10,Prime,7,2436,0
C002815,2025-10,Prime,54,2806,0
C002816,2025-10,Prime,58,1757,0
C002817,2025-10,Prime,21,1851,0
C002818,2025-10,Prime,18,1582,0
C002819,2025-10,Prime,5,598,0
C002820,2025-10,Prime,15,986,0
C002821,2025-10,Prime,1,2134,0
C002822,2025-10,Prime,28,1846,0
C002823,2025-10,Prime,28,42,0
C002824,2025-10,Prime,57,2233,0
C002825,2025-10,Prime,23,2402,0
C002826,2025-10,Prime,57,805,0
C002827,2025-10,Prime,21,2516,0
C002828,2025-10,Prime,51,1504,0
C002829,2025-10,Prime,68,2184,0
C002830,2025-10,Prime,30,1566,0
C002831,2025-10,Prime,28,1355,0
C002832,2025-10,Prime,54,848,0
C002833,2025-10,Prime,39,2240,0
C002834,2025-10,Prime,21,2194,0
C002835,2025-10,Prime,27,2526,0
C002836,2025-10,Prime,44,1757,0
C002837,2025-10,Prime,1,1087,0
C002838,2025-10,Prime,54,1403,0
C002839,2025-10,Prime,1,1057,0
C002840,2025-10,Prime,20,2031,0
C002841,2025-10,Prime,21,1194,0
C002842,2025-10,Prime,1,1507,0
C002843,2025-10,Prime,30,1506,0
C002844,2025-10,Prime,32,829,0
C002845,2025-10,Prime,40,913,0
C002846,2025-10,Prime,41,2940,0
C002847,2025-10,Prime,34,1254,0
C002848,2025-10,Prime,18,1715,0
C002849,2025-10,Prime,23,1451,0
C002850,2025-10,Prime,41,2015,0
C002851,2025-10,Prime,40,1948,0
C002852,2025-10,Prime,36,63,0
C002853,2025-10,Prime,40,2971,0
C002854,2025-10,Prime,55,2417,0
C002855,2025-10,Prime,20,2472,0
C002856,2025-10,Prime,15,688,0
C002857,2025-10,Prime,1,969,0
C002858,2025-10,Prime,45,2149,0
C002859,2025-10,Prime,22,468,0
C002860,2025-10,Prime,31,1526,0
C002861,2025-10,Prime,43,1070,0
C002862,2025-10,Prime,11,2666,0
C002863,2025-10,Prime,37,1253,0
C002864,2025-10,Prime,5,1995,0
C002865,2025-10,Prime,1,2053,0
C002866,2025-10,Prime,48,1365,0
C002867,2025-10,Prime,16,1151,0
C002868,2025-10,Prime,28,2123,0
C002869,2025-10,Prime,23,1645,0
C002870,2025-10,Prime,56,485,0
C002871,2025-10,Prime,23,1908,0
C002872,2025-10,Prime,30,1429,0
C002873,2025-10,Prime,6,381,0
C002874,2025-10,Prime,28,1002,0
C002875,2025-10,Prime,37,2126,0
C002876,2025-10,Prime,1,1795,0
C002877,2025-10,Prime,16,1614,0
C002878,2025-10,Prime,11,1388,0
C002879,2025-10,Prime,34,1540,0
C002880,2025-10,Prime,6,1236,0
C002881,2025-10,Prime,42,585,0
C002882,2025-10,Prime,46,2183,0
C002883,2025-10,Prime,66,1097,0
C002884,2025-10,Prime,63,858,0
C002885,2025-10,Prime,43,1560,0
C002886,2025-10,Prime,36,1615,0
C002887,2025-10,Prime,1,1430,0
C002888,2025-10,Prime,13,2128,0
C002889,2025-10,Prime,16,1644,0
C002890,2025-10,Prime,58,341,0
C002891,2025-10,Prime,21,2310,0
C002892,2025-10,Prime,25,1384,0
C002893,2025-10,Prime,30,611,0
C002894,2025-10,Prime,25,404,0
C002895,2025-10,Prime,19,475,0
C002896,2025-10,Prime,51,1242,0
C002897,2025-10,Prime,70,1777,0
C002898,2025-10,Prime,12,2107,0
C002899,2025-10,Prime,34,1962,0
C002900,2025-10,Prime,23,174,0
C002901,2025-10,Prime,21,886,0
C002902,2025-10,Prime,30,37,0
C002903,2025-10,Prime,18,1143,1
C002904,2025-10,Prime,41,2388,0
C002905,2025-10,Prime,30,1773,0
C002906,2025-10,Prime,44,1978,0
C002907,2025-10,Prime,21,446,0
C002908,2025-10,Prime,35,2751,0
C002909,2025-10,Prime,45,0,0
C002910,2025-10,Prime,28,2129,0
C002911,2025-10,Prime,20,1992,0
C002912,2025-10,Prime,39,1673,0
C002913,2025-10,Prime,6,1129,0
C002914,2025-10,Prime,12,446,0
C002915,2025-10,Prime,27,121,0
C002916,2025-10,Prime,30,259,0
C002917,2025-10,Prime,66,151,0
C002918,2025-10,Prime,27,1190,0
C002919,2025-10,Prime,21,2857,0
C002920,2025-10,Prime,29,1760,0
C002921,2025-10,Near-prime,94,1523,0
C002922,2025-10,Near-prime,49,490,0
C002923,2025-10,Near-prime,85,1424,0
C002924,2025-10,Near-prime,38,707,0
C002925,2025-10,Near-prime,78,1172,0
C002926,2025-10,Near-prime,46,1197,0
C002927,2025-10,Near-prime,98,1373,0
C002928,2025-10,Near-prime,51,536,0
C002929,2025-10,Near-prime,60,660,0
C002930,2025-10,Near-prime,67,637,0
C002931,2025-10,Near-prime,20,1812,0
C002932,2025-10,Near-prime,54,1103,0
C002933,2025-10,Near-prime,41,1845,0
C002934,2025-10,Near-prime,72,1166,0
C002935,2025-10,Near-prime,19,1094,0
C002936,2025-10,Near-prime,16,759,0
C002937,2025-10,Near-prime,61,687,0
C002938,2025-10,Near-prime,46,1711,0
C002939,2025-10,Near-prime,71,1334,0
C002940,2025-10,Near-prime,30,1413,0
C002941,2025-10,Near-prime,60,399,0
C002942,2025-10,Near-prime,52,0,0
C002943,2025-10,Near-prime,24,1093,0
C002944,2025-10,Near-prime,44,603,0
C002945,2025-10,Near-prime,53,685,0
C002946,2025-10,Near-prime,55,1489,0
C002947,2025-10,Near-prime,55,277,0
C002948,2025-10,Near-prime,54,1267,0
C002949,2025-10,Near-prime,48,1382,0
C002950,2025-10,Near-prime,44,1583,0
C002951,2025-10,Near-prime,64,0,0
C002952,2025-10,Near-prime,55,606,1
C002953,2025-10,Near-prime,80,1778,0
C002954,2025-10,Near-prime,50,343,0
C002955,2025-10,Near-prime,71,1512,0
C002956,2025-10,Near-prime,86,701,0
C002957,2025-10,Near-prime,85,842,0
C002958,2025-10,Near-prime,74,1052,0
C002959,2025-10,Near-prime,35,1470,0
C002960,2025-10,Near-prime,61,1224,0
C002961,2025-10,Near-prime,63,42,0
C002962,2025-10,Near-prime,64,717,0
C002963,2025-10,Near-prime,86,1083,0
C002964,2025-10,Near-prime,28,1038,0
C002965,2025-10,Near-prime,57,1016,0
C002966,2025-10,Near-prime,63,1838,0
C002967,2025-10,Near-prime,44,691,0
C002968,2025-10,Near-prime,41,1177,0
C002969,2025-10,Near-prime,20,937,0
C002970,2025-10,Near-prime,56,1299,0
C002971,2025-10,Near-prime,40,1004,0
C002972,2025-10,Near-prime,46,0,0
C002973,2025-10,Near-prime,45,1773,0
C002974,2025-10,Near-prime,55,423,0
C002975,2025-10,Near-prime,48,397,0
C002976,2025-10,Near-prime,38,370,0
C002977,2025-10,Near-prime,13,1196,0
C002978,2025-10,Near-prime,48,1287,0
C002979,2025-10,Near-prime,39,2536,0
C002980,2025-10,Near-prime,46,361,0
C002981,2025-10,Near-prime,73,768,0
C002982,2025-10,Near-prime,59,998,0
C002983,2025-10,Near-prime,56,1106,0
C002984,2025-10,Near-prime,50,1122,0
C002985,2025-10,Near-prime,40,1495,0
C002986,2025-10,Near-prime,79,1259,0
C002987,2025-10,Near-prime,52,505,0
C002988,2025-10,Near-prime,62,1338,0
C002989,2025-10,Near-prime,77,1038,0
C002990,2025-10,Near-prime,46,1342,0
C002991,2025-10,Near-prime,47,1496,0
C002992,2025-10,Near-prime,55,873,0
C002993,2025-10,Near-prime,56,1259,0
C002994,2025-10,Near-prime,82,1383,0
C002995,2025-10,Near-prime,46,671,0
C002996,2025-10,Near-prime,19,944,0
C002997,2025-10,Near-prime,70,650,0
C002998,2025-10,Near-prime,38,884,0
C002999,2025-10,Near-prime,42,1599,0
C003000,2025-10,Near-prime,41,1848,1
C003001,2025-10,Near-prime,63,251,0
C003002,2025-10,Near-prime,52,1165,0
C003003,2025-10,Near-prime,54,673,0
C003004,2025-10,Near-prime,33,638,1
C003005,2025-10,Near-prime,70,816,0
C003006,2025-10,Near-prime,38,1197,0
C003007,2025-10,Near-prime,36,777,0
C003008,2025-10,Near-prime,68,509,0
C003009,2025-10,Near-prime,55,589,0
C003010,2025-10,Near-prime,46,1836,0
C003011,2025-10,Near-prime,24,1251,0
C003012,2025-10,Near-prime,40,0,0
C003013,2025-10,Near-prime,3,517,0
C003014,2025-10,Near-prime,57,464,0
C003015,2025-10,Near-prime,29,542,0
C003016,2025-10,Near-prime,35,1201,0
C003017,2025-10,Near-prime,81,205,0
C003018,2025-10,Near-prime,37,217,1
C003019,2025-10,Near-prime,50,938,0
C003020,2025-10,Near-prime,59,58,0
C003021,2025-10,Near-prime,39,1052,0
C003022,2025-10,Near-prime,38,764,0
C003023,2025-10,Near-prime,35,608,0
C003024,2025-10,Near-prime,77,360,1
C003025,2025-10,Near-prime,45,1491,0
C003026,2025-10,Near-prime,55,1255,0
C003027,2025-10,Near-prime,65,1447,0
C003028,2025-10,Near-prime,57,556,0
C003029,2025-10,Near-prime,33,1263,0
C003030,2025-10,Near-prime,46,1293,0
C003031,2025-10,Near-prime,34,1558,0
C003032,2025-10,Near-prime,78,1704,0
C003033,2025-10,Near-prime,57,632,0
C003034,2025-10,Near-prime,67,353,0
C003035,2025-10,Near-prime,37,517,0
C003036,2025-10,Near-prime,48,1822,0
C003037,2025-10,Near-prime,23,1342,0
C003038,2025-10,Near-prime,33,1664,0
C003039,2025-10,Near-prime,58,1029,0
C003040,2025-10,Near-prime,11,674,0
C003041,2025-10,Near-prime,71,1418,0
C003042,2025-10,Near-prime,86,697,0
C003043,2025-10,Near-prime,43,705,0
C003044,2025-10,Near-prime,79,634,0
C003045,2025-10,Near-prime,65,917,0
C003046,2025-10,Near-prime,28,1827,0
